,AGUAS CALIENTES II ARENALES,MOLINEROS,CACHUELA ESPERANZA,CHEPETE,EL BALA,MIGUILLAS - PALILLADA,MUNECAS,PH_MADERA,OQUITAS
1989-02-07 00:00:00,1.961685193,1.161706533,1.885728942,2.16248673,3.622221318,45.31556625,1.481810388,1.09804856,1.036442224
1989-02-08 00:00:00,2.004148311,2.009016204,2.056948186,2.208923199,3.99573349,44.33296312,1.527532333,1.136222869,1.32358116
1989-02-09 00:00:00,1.787880064,2.393674126,2.119391241,2.153199567,4.716414407,45.5381507,1.459143759,1.161680268,1.246594005
1989-02-10 00:00:00,1.50152628,1.802382973,2.126588863,2.060049837,3.450989037,46.1559962,1.367730555,1.190925123,0.969704979
1989-02-11 00:00:00,1.256337509,1.247172068,2.11456826,1.907079312,2.968339807,42.15491238,1.256126049,1.203771887,0.760200867
1989-02-12 00:00:00,1.115296171,0.962617027,2.041338385,1.777699875,3.013499969,38.10671434,1.15732778,1.176194482,0.63713901
1989-02-13 00:00:00,1.037412279,1.043248457,1.834741785,1.76720525,2.500743964,38.0737948,1.145114804,1.098079908,0.705691444
1989-02-14 00:00:00,1.097725561,1.172157922,1.728158932,1.746613277,2.103710874,38.41846848,1.143099765,1.046045483,0.807491481
1989-02-15 00:00:00,1.487268999,1.32461677,1.86913928,1.690811491,1.981402103,36.61604787,1.124371156,1.084730422,0.994414947
1989-02-16 00:00:00,1.650912929,1.704782665,1.968804222,1.681215624,1.908957676,36.41702052,1.120965025,1.120804824,1.152062814
1989-02-17 00:00:00,1.52687823,1.554205247,1.974230741,1.744092847,1.974816246,37.55251833,1.18012738,1.160506255,0.989212363
1989-02-18 00:00:00,1.727566781,1.131045525,1.936140561,1.720294653,2.194031198,37.70669656,1.170901162,1.157024392,0.786858834
1989-02-19 00:00:00,1.751370242,0.892628729,1.968581105,1.616850891,2.165806097,35.98785838,1.100190692,1.151381842,0.664086231
1989-02-20 00:00:00,1.477462713,0.905733025,1.948618773,1.585479686,2.089598324,36.37579559,1.046469963,1.144380403,0.642968459
1989-02-21 00:00:00,1.406747571,1.619128086,1.856747586,1.582573051,2.325748337,36.12867249,1.02933702,1.095292672,0.918590098
1989-02-22 00:00:00,1.849185157,1.940636574,1.988146397,1.66269405,2.360559295,35.50516422,1.025644487,1.116862022,1.455238257
1989-02-23 00:00:00,2.818395854,1.729925412,2.084506604,1.836651872,2.616466879,36.30172661,1.096140157,1.159792953,1.557445531
1989-02-24 00:00:00,3.027721425,1.490884774,2.109449712,1.942661001,2.857321076,37.25533638,1.1612658,1.174811382,1.291783483
1989-02-25 00:00:00,2.75334473,1.218500514,2.107545689,1.907066286,6.24339238,37.49098294,1.166543769,1.200034466,1.088885974
1989-02-26 00:00:00,2.516136633,1.186507202,2.098315916,1.819925859,4.134977322,35.9180931,1.18547695,1.204695983,0.955750934
1989-02-27 00:00:00,2.074861022,1.146844136,2.091334225,1.776269027,3.064305151,36.57671052,1.15086329,1.205505234,0.832335034
1989-02-28 00:00:00,1.704682204,1.083559671,2.090832713,1.699302147,3.165915515,35.87928428,1.09641633,1.198368747,0.742700329
1989-03-01 00:00:00,1.470758266,1.048307613,1.882361776,1.641585617,2.874256136,34.47280426,1.078004808,1.126477858,0.704838105
1989-03-02 00:00:00,1.298098095,0.927364969,1.77900961,1.587212074,2.383139376,33.41031838,1.051932048,1.087519766,0.658016733
1989-03-03 00:00:00,1.158313536,0.811338349,1.917551972,1.601237906,3.466042424,32.76302649,1.051052387,1.118584655,0.609083547
1989-03-04 00:00:00,1.043547893,0.818901878,2.009046185,1.605432109,4.032426121,32.26357055,1.034246759,1.134409979,0.601433192
1989-03-05 00:00:00,0.974896593,0.982520576,2.045367313,1.555579709,2.72748561,31.20584139,0.988660855,1.134628618,0.64315551
1989-03-06 00:00:00,1.469798057,1.059425154,2.018679374,1.786643817,2.907185421,34.1926106,1.008582121,1.115859342,0.757666569
1989-03-07 00:00:00,5.260487,1.393068416,2.037628042,1.906824664,3.148039618,37.6179799,1.071918778,1.112368561,1.01796784
1989-03-08 00:00:00,8.447603126,2.163518519,2.030763158,1.887503325,4.160379913,37.97027944,1.095792384,1.112101533,1.40241296
1989-03-09 00:00:00,7.530615646,2.576253858,2.011932265,1.872299991,4.15567573,39.86285128,1.090872416,1.132661966,1.466006988
1989-03-10 00:00:00,8.632473753,2.79750643,2.107158547,1.924927468,3.661736459,41.43468407,1.150014314,1.184292904,1.435091153
1989-03-11 00:00:00,8.807158871,2.634299126,2.11199766,2.000704471,3.465101588,43.20697876,1.235310802,1.201175566,1.387857247
1989-03-12 00:00:00,6.812063265,1.997061471,2.155032891,1.968209819,4.471796863,42.70148253,1.275274032,1.215069406,1.177779764
1989-03-13 00:00:00,5.215174857,1.467326389,2.165776433,1.812783991,7.105198803,38.8555585,1.200175482,1.209679673,0.966592367
1989-03-14 00:00:00,4.054026881,1.177271091,2.129803655,1.666098909,6.137077832,35.62121317,1.094759293,1.190936327,0.832130822
1989-03-15 00:00:00,3.238383996,1.043122428,2.101671308,1.59136655,4.061592059,34.05036193,1.025552429,1.176007482,0.72704905
1989-03-16 00:00:00,2.868545506,0.928229167,2.08065795,1.625173518,2.831918485,34.18604179,1.038276836,1.164290971,0.657593418
1989-03-17 00:00:00,2.863586452,0.783374357,2.0930791,1.628281397,2.511093168,33.69141808,1.068236473,1.146222395,0.616804184
1989-03-18 00:00:00,2.702514424,0.681488169,2.107762453,1.581955644,3.254354166,32.35591138,1.053394741,1.131436986,0.577651264
1989-03-19 00:00:00,2.30327409,0.619960905,2.094498535,1.561192386,3.410533059,32.48222881,1.050377297,1.107131822,0.52884886
1989-03-20 00:00:00,1.950595386,0.591277649,2.054561872,1.514565745,3.180028066,31.847244,1.032078291,1.083989928,0.475881346
1989-03-21 00:00:00,1.671167263,0.58629321,2.016136611,1.445909769,3.020085826,30.18208884,0.983628372,1.068575098,0.437124602
1989-03-22 00:00:00,1.427398142,0.552481481,1.990352082,1.412231753,2.79334418,28.95742135,0.962783461,1.04247856,0.401871789
1989-03-23 00:00:00,1.269085196,0.50776196,2.014942117,1.410640691,2.483808904,28.11404676,0.958610183,1.042331102,0.378105621
1989-03-24 00:00:00,1.295859227,0.517415766,2.048246851,1.436526868,2.128172629,28.12416423,0.946397207,1.045367303,0.374964516
1989-03-25 00:00:00,1.279576999,0.558044753,2.046010048,1.475896366,1.925892737,28.77455176,0.94814937,1.033478339,0.382182745
1989-03-26 00:00:00,1.904838387,0.651470808,2.031256286,1.532532433,1.865679188,29.94417717,1.007178754,1.059713475,0.461589579
1989-03-27 00:00:00,2.506583161,0.733348122,2.085345393,1.537152569,2.242954707,29.83930275,1.009028089,1.08338907,0.510408697
1989-03-28 00:00:00,2.157212925,0.726167181,2.108956093,1.470083748,3.106642803,28.67911528,0.941875133,1.093666856,0.475163423
1989-03-29 00:00:00,1.83536787,0.711800797,2.08701654,1.42161791,3.089707742,27.47219113,0.906457503,1.116640072,0.472099839
1989-03-30 00:00:00,2.229350148,0.782842335,2.08622597,1.373975933,2.817805934,26.33654232,0.883658925,1.116860881,0.527632294
1989-03-31 00:00:00,3.837092565,1.389944702,2.050926737,1.396030016,2.488513087,26.14619788,0.887601037,1.10380253,1.000203888
1989-04-01 00:00:00,5.509241915,1.656018519,2.040717871,1.481672513,2.219433789,28.0958504,0.904429167,1.130482161,1.709543741
1989-04-02 00:00:00,5.391051121,1.278481224,2.042071781,1.454241514,2.575070064,28.6368333,0.870584699,1.131833139,1.611046234
1989-04-03 00:00:00,4.337057612,1.031221708,2.032507083,1.388193239,2.877078647,27.81112654,0.843202675,1.126296809,1.230563628
1989-04-04 00:00:00,3.565778815,0.928256173,1.962548441,1.340483595,2.283410685,26.80315422,0.839253404,1.109714873,1.036205977
1989-04-05 00:00:00,3.023199934,1.020797325,1.902390286,1.298151518,2.125350119,25.85226258,0.822221724,1.07273638,0.944340895
1989-04-06 00:00:00,2.538039123,1.004845679,1.928339708,1.262439313,2.205321239,25.35854491,0.801285778,1.04630254,0.830547405
1989-04-07 00:00:00,2.099721928,0.847594136,1.937573391,1.208108234,2.366204315,24.47371887,0.770155987,1.024960237,0.693769488
1989-04-08 00:00:00,2.063989997,0.817139275,1.88575093,1.152156525,2.034088958,23.55008401,0.736999906,0.989809794,0.62336643
1989-04-09 00:00:00,2.32477791,0.752239841,1.774766262,1.153269877,1.882614248,23.20178616,0.716437305,0.934163199,0.598313087
1989-04-10 00:00:00,2.327996434,0.678227623,1.675908884,1.250064591,1.739607069,25.09503754,0.746991225,0.89999998,0.687999483
1989-04-11 00:00:00,2.104868162,0.706176312,1.860717565,1.266218133,2.260830604,25.70276556,0.7540009,0.987063809,0.754485487
1989-04-12 00:00:00,1.832844587,0.674417953,1.936817275,1.18135977,3.221424881,24.06252657,0.711065232,1.03770078,0.676181851
1989-04-13 00:00:00,1.81838554,0.589854424,1.807117476,1.110005567,2.984334031,22.81951172,0.675602596,0.989494631,0.598618756
1989-04-14 00:00:00,1.841928894,0.549227238,1.677031787,1.064270129,2.676680428,22.25112103,0.651654321,0.925002022,0.55023708
1989-04-15 00:00:00,1.697948587,0.843429784,1.591006795,1.048423271,2.209084585,22.02340234,0.638483946,0.884679342,0.545203142
1989-04-16 00:00:00,2.379748055,1.34601466,1.707610249,1.105265532,2.128172629,23.85292873,0.681050361,0.924459533,0.898680764
1989-04-17 00:00:00,3.00061679,1.971306584,1.866002785,1.322472554,2.196853708,30.28205553,0.833924292,1.008111872,1.409610114
1989-04-18 00:00:00,2.630875536,2.392152778,1.985926081,1.555730804,2.39348858,35.2449035,1.088202745,1.051452312,1.435947118
1989-04-19 00:00:00,2.190142017,2.039200103,2.030813446,1.650493088,2.893072871,36.66640873,1.168251949,1.066643274,1.232929897
1989-04-20 00:00:00,1.873576897,1.53120499,2.008139273,1.564348458,3.326798592,35.07630409,1.071386889,1.061461162,1.089307832
1989-04-21 00:00:00,1.629297287,1.423378344,1.903376319,1.43116428,2.759474058,32.87001502,0.961061984,1.014281724,1.07609061
1989-04-22 00:00:00,1.510632465,1.315128601,1.712933895,1.334660491,2.248599727,30.36367486,0.886686598,0.937756409,0.9576815
1989-04-23 00:00:00,2.22309785,1.094434156,1.614018485,1.245698452,1.973875409,27.90271234,0.826224184,0.888608467,0.823695989
1989-04-24 00:00:00,3.00968408,0.98061214,1.532124943,1.186827213,1.812992332,26.07862221,0.797946133,0.846599198,0.784147135
1989-04-25 00:00:00,3.010948153,0.930317644,1.465792076,1.188226149,1.807347312,24.86505374,0.821890317,0.840312308,0.801231215
1989-04-26 00:00:00,3.027940207,1.615914352,1.508095519,1.272479479,1.868501698,26.28693649,0.894617872,0.881225706,1.010086423
1989-04-27 00:00:00,2.803834709,2.154750514,1.551598613,1.286236335,2.234487176,26.54674418,0.912010622,0.897005618,1.118181275
1989-04-28 00:00:00,2.366307559,1.734444444,1.483974931,1.207299091,1.99081047,24.72929837,0.854018421,0.890117905,0.985586693
1989-04-29 00:00:00,2.107542162,1.332655607,1.413546108,1.19536476,1.875087555,24.19216615,0.826750958,0.887986562,0.854571671
1989-04-30 00:00:00,1.968165996,1.083046553,1.391290559,1.224246146,1.912721023,23.69535283,0.838216222,0.904992186,0.759045278
1989-05-01 00:00:00,1.854820004,0.881074588,1.496479355,1.327708795,2.629638593,25.13754603,0.892541461,0.952427817,0.679963508
1989-05-02 00:00:00,1.760021847,0.746172454,1.572878669,1.331355928,3.922348227,25.78521543,0.885448934,0.982844446,0.642529626
1989-05-03 00:00:00,1.632749177,0.657542695,1.529858028,1.241643621,3.44158067,24.35064809,0.825328157,0.968851916,0.62230444
1989-05-04 00:00:00,1.446334923,0.588733668,1.459965613,1.162286567,3.75017511,23.12469704,0.773610193,0.931627723,0.580732934
1989-05-05 00:00:00,1.313087079,0.529991641,1.387995003,1.11841286,3.654209766,22.53501436,0.745226787,0.883138598,0.537472294
1989-05-06 00:00:00,1.211003488,0.484019033,1.472823027,1.09100661,3.359727877,22.13046637,0.726181091,0.879648195,0.490474746
1989-05-07 00:00:00,1.087809884,0.447678627,1.512858379,1.048928465,2.846971872,21.26768737,0.697154305,0.867641101,0.442407399
1989-05-08 00:00:00,0.991669865,0.418575874,1.41718855,0.999593176,2.39348858,20.32200548,0.66595905,0.814129539,0.403539716
1989-05-09 00:00:00,0.903223673,0.394913966,1.33544184,0.953468016,1.869442535,19.49924335,0.636178414,0.764311882,0.371866085
1989-05-10 00:00:00,0.828271457,0.37550643,1.264689209,0.913969566,1.543913034,18.7823372,0.610380804,0.721166006,0.347228875
1989-05-11 00:00:00,0.762491061,0.359053369,1.203835174,0.878929736,1.379266611,18.13889599,0.587488123,0.683925449,0.32652048
1989-05-12 00:00:00,0.686410903,0.344798611,1.150721056,0.847254972,1.29082796,17.56219992,0.566463188,0.651503025,0.306800205
1989-05-13 00:00:00,0.622849926,0.333326389,1.103226199,0.819742955,1.236259432,17.03367511,0.546920381,0.623021518,0.290249231
1989-05-14 00:00:00,0.569180318,0.323763503,1.060915053,0.796966414,1.192980943,16.53723931,0.532128769,0.59847433,0.277012914
1989-05-15 00:00:00,0.518503159,0.320921553,1.030788495,0.784631029,1.150643291,16.07878179,0.529605368,0.581432667,0.279096195
1989-05-16 00:00:00,0.498436005,0.321329347,1.029205077,0.771154026,1.161933332,15.7041332,0.524026677,0.575854151,0.278069716
1989-05-17 00:00:00,0.478327526,0.31521965,1.023346245,0.759700661,1.217442697,15.3760703,0.522653996,0.568865099,0.264644292
1989-05-18 00:00:00,0.437048261,0.308906507,0.998060155,0.746854156,1.184513413,15.04317517,0.51913535,0.555454756,0.252874077
1989-05-19 00:00:00,0.406562232,0.302452932,0.969347623,0.723614039,1.1995668,14.71299817,0.500840435,0.539416794,0.242758409
1989-05-20 00:00:00,0.379024895,0.294080118,0.93622776,0.701470406,1.187335923,14.39392019,0.483681919,0.521303747,0.233666515
1989-05-21 00:00:00,0.347914122,0.286840664,0.904989488,0.680769865,1.113009823,14.08994292,0.468066904,0.504476214,0.225440781
1989-05-22 00:00:00,0.32004132,0.280410494,0.876849818,0.660869675,1.044328744,13.76422063,0.453436904,0.48947396,0.218125044
1989-05-23 00:00:00,0.295297097,0.274875129,0.851764444,0.645660284,0.952126746,13.46243297,0.443082469,0.476177461,0.21157758
1989-05-24 00:00:00,0.274352386,0.270961934,0.829327356,0.633201352,0.875354471,13.17710507,0.434361545,0.464239914,0.205581507
1989-05-25 00:00:00,0.314331115,0.266932613,0.807273802,0.619146604,0.855879151,12.88067816,0.424909274,0.452511251,0.200380105
1989-05-26 00:00:00,0.350544365,0.262283951,0.785219748,0.605464646,0.828500803,12.61211205,0.417033235,0.441024016,0.195645784
1989-05-27 00:00:00,0.372794475,0.257853138,0.773261771,0.592580171,0.863405845,12.35653255,0.410003102,0.433101522,0.193059415
1989-05-28 00:00:00,0.431182478,0.253746399,0.761024141,0.580409949,0.876577559,12.099745,0.403273691,0.425249713,0.191289005
1989-05-29 00:00:00,0.441839583,0.249861111,0.744263406,0.569998427,0.855314649,11.90056665,0.396907396,0.416173161,0.191311006
1989-05-30 00:00:00,0.611208303,0.253607767,0.732534971,0.582538703,0.849763713,12.49870573,0.396350959,0.413219267,0.221767263
1989-05-31 00:00:00,1.338827974,0.265747042,0.7734231,0.60525487,0.916186784,13.57244163,0.403430189,0.433101341,0.258780437
1989-06-01 00:00:00,1.751241404,0.26871142,0.812274813,0.596571763,0.974706827,13.53446335,0.401121589,0.454880148,0.261780555
1989-06-02 00:00:00,1.483936223,0.262374871,0.791199651,0.575319138,0.9483634,12.94040146,0.389045676,0.452634132,0.255619531
1989-06-03 00:00:00,1.348179681,0.255340664,0.763076806,0.556840808,0.879305985,12.45566871,0.377499607,0.439775986,0.251919964
1989-06-04 00:00:00,1.354400377,0.249344393,0.736988427,0.543910745,0.833675405,12.13772328,0.368814483,0.428102768,0.265544575
1989-06-05 00:00:00,1.355460253,0.244788452,0.72900971,0.535124411,0.80074612,11.88350285,0.361700476,0.42561033,0.272347145
1989-06-06 00:00:00,1.239289545,0.240514275,0.725845267,0.522694917,0.912705688,11.56487789,0.352655304,0.424300494,0.255625021
1989-06-07 00:00:00,1.096164918,0.235923225,0.711009705,0.508310299,0.841296182,11.23583344,0.343062902,0.417371122,0.24407682
1989-06-08 00:00:00,1.201369796,0.231774177,0.704578921,0.497093411,0.775249446,10.9388025,0.334028982,0.413448892,0.308231215
1989-06-09 00:00:00,1.406881271,0.228847608,0.714468163,0.505632131,0.791525921,10.79693134,0.337631503,0.432108805,0.509999852
1989-06-10 00:00:00,1.971795343,0.22601106,0.752307145,0.526109219,0.914587362,10.95420522,0.35372931,0.479270307,0.582745076
1989-06-11 00:00:00,2.396402212,0.222482253,0.7689056,0.533161928,1.671866826,11.30688228,0.364936812,0.506562367,0.492652115
1989-06-12 00:00:00,2.103509284,0.219478266,0.74410169,0.522035698,1.415959242,11.26241069,0.35914332,0.507298851,0.408914076
1989-06-13 00:00:00,1.774322884,0.216789352,0.715672216,0.502362672,1.20238931,10.90550544,0.344146113,0.485709087,0.348503274
1989-06-14 00:00:00,1.615375471,0.214136445,0.688556686,0.485453261,1.103601456,10.5809157,0.33176641,0.45608502,0.317842095
1989-06-15 00:00:00,1.518263089,0.211659079,0.664632969,0.471526879,1.030216193,10.2826767,0.322032853,0.433097612,0.308733097
1989-06-16 00:00:00,1.356128753,0.209425669,0.643328148,0.459356917,0.895394293,10.03502507,0.313174865,0.416148079,0.302167358
1989-06-17 00:00:00,1.187640022,0.207226466,0.640750632,0.450917842,0.850892717,9.856610199,0.308624151,0.404817986,0.284174922
1989-06-18 00:00:00,1.053098935,0.204818416,0.637565285,0.442118808,0.984115194,9.664227168,0.303981379,0.393465487,0.262828807
1989-06-19 00:00:00,0.936288897,0.202687629,0.617998501,0.430839333,1.021748663,9.429864166,0.295782115,0.379637199,0.247431666
1989-06-20 00:00:00,0.830481153,0.211525849,0.599555566,0.422219009,0.892383616,9.308605474,0.289628575,0.367068242,0.234855658
1989-06-21 00:00:00,0.737705513,0.220004887,0.582783455,0.413667589,0.815046838,9.222153915,0.283272509,0.355522663,0.223786639
1989-06-22 00:00:00,0.750224694,0.214312886,0.567208404,0.403831923,0.810436738,9.038000771,0.276086901,0.345393497,0.224461618
1989-06-23 00:00:00,0.762218799,0.209456276,0.55375648,0.394241201,0.76358307,8.829459981,0.26939329,0.336765194,0.222923556
1989-06-24 00:00:00,0.684422419,0.205409851,0.540922471,0.385897798,0.735452053,8.634962851,0.26421863,0.328725754,0.210168873
1989-06-25 00:00:00,0.619069862,0.20186034,0.528691101,0.377987167,0.721151335,8.452772798,0.259303776,0.320984433,0.199813555
1989-06-26 00:00:00,0.571817854,0.198643904,0.518064661,0.369733965,0.757655799,8.279567667,0.253353786,0.314187471,0.190773505
1989-06-27 00:00:00,0.550593588,0.195691229,0.507866459,0.367592186,0.720398666,8.113988395,0.253009082,0.31021401,0.192500794
1989-06-28 00:00:00,0.582059273,0.1929393,0.510475833,0.389078684,0.696313246,8.001714624,0.27050105,0.314515369,0.197454276
1989-06-29 00:00:00,0.585005535,0.190335905,0.525567385,0.403233077,0.757091297,7.907939222,0.278807715,0.325436135,0.191706031
1989-06-30 00:00:00,0.528948774,0.187869342,0.531927221,0.38997132,0.930205251,7.775883523,0.269147803,0.333973082,0.182312841
1989-07-01 00:00:00,0.480911582,0.186308385,0.523557169,0.40967437,0.801592873,8.09322492,0.288458421,0.334844155,0.181612877
1989-07-02 00:00:00,0.485488984,0.194195087,0.526324259,0.523718589,0.728113527,10.70896971,0.367520562,0.349493936,0.207563634
1989-07-03 00:00:00,0.564515403,0.218678884,0.547008658,0.605063591,1.129004047,13.02768356,0.430147352,0.374584069,0.2319791
1989-07-04 00:00:00,0.587334346,0.226084877,0.551624449,0.583017845,0.949304236,12.77014097,0.423065054,0.394916856,0.222468766
1989-07-05 00:00:00,0.638500118,0.21621322,0.53556874,0.545027549,0.89633513,12.04908212,0.392942782,0.391694164,0.214426831
1989-07-06 00:00:00,0.678877516,0.209042181,0.517138525,0.510129306,1.04809209,11.30869436,0.365341865,0.368994842,0.206914332
1989-07-07 00:00:00,0.610180028,0.202494084,0.499861781,0.479969796,0.986937704,10.6129292,0.343142685,0.3497991,0.194841011
1989-07-08 00:00:00,0.551043306,0.198117284,0.484313761,0.456081206,0.817210763,10.07572148,0.325343858,0.333962765,0.18640393
1989-07-09 00:00:00,0.498652356,0.194177984,0.470515069,0.435782957,0.739027232,9.619453566,0.310322102,0.320479697,0.179134711
1989-07-10 00:00:00,0.452122327,0.189652649,0.45783481,0.418702847,0.69283215,9.240878794,0.297665204,0.308560763,0.171155954
1989-07-11 00:00:00,0.410522182,0.185635031,0.446236647,0.40506244,0.662160874,8.932446816,0.288224185,0.298002863,0.164108873
1989-07-12 00:00:00,0.380067755,0.182037809,0.435662447,0.392856658,0.637699119,8.659954524,0.279718062,0.288746334,0.157809084
1989-07-13 00:00:00,0.352377271,0.178779964,0.42571577,0.380982961,0.610508938,8.414416998,0.270658571,0.280438688,0.152168224
1989-07-14 00:00:00,0.321064732,0.175794882,0.41620265,0.370835009,0.596866806,8.217579258,0.263138487,0.272988627,0.14714928
1989-07-15 00:00:00,0.293019336,0.175988426,0.407395253,0.363364443,0.586047184,8.078426225,0.25771118,0.266238028,0.143315654
1989-07-16 00:00:00,0.268148706,0.175947016,0.399393321,0.355691461,0.57362814,7.923568456,0.251883933,0.260150032,0.139836579
1989-07-17 00:00:00,0.246044451,0.172791795,0.391546883,0.346769727,0.561867681,7.742284446,0.245006207,0.254479232,0.136014876
1989-07-18 00:00:00,0.226165936,0.169933642,0.383673748,0.338350386,0.551518477,7.567342734,0.23868901,0.248989239,0.132493698
1989-07-19 00:00:00,0.207894252,0.167844264,0.376135612,0.330320962,0.544744453,7.393359916,0.23284642,0.243859717,0.129318991
1989-07-20 00:00:00,0.191066771,0.167415766,0.368880869,0.322830793,0.539099432,7.231291558,0.227427296,0.239031994,0.126669794
1989-07-21 00:00:00,0.175967423,0.166314815,0.361937251,0.315658902,0.527809392,7.076630098,0.222237292,0.234496929,0.12411344
1989-07-22 00:00:00,0.162408542,0.163709619,0.35526,0.308810368,0.518683276,6.931187621,0.217236518,0.230243686,0.121476987
1989-07-23 00:00:00,0.150475453,0.161683256,0.348798954,0.303593535,0.512473754,6.800996859,0.213539894,0.226218795,0.141246281
1989-07-24 00:00:00,0.659563944,0.159779321,0.342812184,0.304572073,0.503441721,6.676702924,0.210157288,0.22771953,0.217079109
1989-07-25 00:00:00,1.302772733,0.157689943,0.356556214,0.308343339,0.597337225,6.55305077,0.206040268,0.243525155,0.26409161
1989-07-26 00:00:00,1.159657829,0.155735597,0.386365392,0.303676246,0.644755395,6.448274501,0.201831189,0.271054505,0.23928815
1989-07-27 00:00:00,0.987863062,0.153895576,0.391631894,0.297077866,0.523575627,6.358855654,0.197626202,0.286786414,0.209018631
1989-07-28 00:00:00,0.853035127,0.152165381,0.380866225,0.292083834,0.481990644,6.266507268,0.193921395,0.281029994,0.193653496
1989-07-29 00:00:00,0.742343687,0.15054591,0.370951908,0.286476172,0.464867416,6.197429076,0.190515264,0.272760933,0.181367961
1989-07-30 00:00:00,0.804728104,0.149017361,0.369886635,0.281417924,0.457811141,6.131378575,0.188515568,0.269134817,0.171098393
1989-07-31 00:00:00,0.85141371,0.147536523,0.400589812,0.279439159,0.477850963,6.030792753,0.191105455,0.281906233,0.162020426
1989-08-01 00:00:00,0.741458836,0.146115098,0.44393658,0.27607533,0.476627875,5.923721177,0.191318211,0.297102809,0.151716
1989-08-02 00:00:00,0.648238339,0.146918981,0.447945705,0.270638171,0.47342903,5.841097648,0.187487591,0.297184586,0.144227403
1989-08-03 00:00:00,0.578201421,0.148552855,0.428385555,0.271694928,0.466090504,5.889004647,0.189453533,0.286863724,0.138508405
1989-08-04 00:00:00,0.518284377,0.148609568,0.414884792,0.278095126,0.448590941,5.966282525,0.196747564,0.279481586,0.133068448
1989-08-05 00:00:00,0.460336369,0.150005787,0.412321211,0.277351306,0.59874848,5.895830168,0.197715191,0.27532479,0.129692912
1989-08-06 00:00:00,0.412238404,0.150112011,0.407229398,0.271806426,0.765746995,5.778890278,0.194525907,0.267855663,0.126716226
1989-08-07 00:00:00,0.37069417,0.153881173,0.393670936,0.267460477,0.51237967,5.708890942,0.191496189,0.258217295,0.123715724
1989-08-08 00:00:00,0.333960705,0.156268519,0.381547961,0.270096247,0.412180561,5.696523462,0.19807933,0.250366968,0.120987611
1989-08-09 00:00:00,0.302118228,0.153003472,0.377663926,0.275252185,0.369560658,5.629076146,0.209362524,0.24741029,0.117329381
1989-08-10 00:00:00,0.27465868,0.150228138,0.373727305,0.273445682,0.39599817,5.50605067,0.211010356,0.243552812,0.113988719
1989-08-11 00:00:00,0.250439534,0.147080118,0.363252866,0.26710195,0.425164107,5.395800395,0.20583365,0.236632431,0.110889478
1989-08-12 00:00:00,0.228716203,0.14446322,0.352977221,0.261473903,0.3998556,5.303104693,0.20087379,0.230584391,0.108112463
1989-08-13 00:00:00,0.20903216,0.142126286,0.343701741,0.256749498,0.365985479,5.21441823,0.197171029,0.225062429,0.105570994
1989-08-14 00:00:00,0.191028362,0.139929784,0.335100654,0.250665169,0.342276394,5.121443166,0.191677235,0.219755248,0.10322683
1989-08-15 00:00:00,0.17470019,0.139920782,0.326809998,0.247612388,0.312922288,5.060685464,0.188924713,0.214482101,0.101554808
1989-08-16 00:00:00,0.159857546,0.139801055,0.319611981,0.244347879,0.301538164,5.003204615,0.185751794,0.209724299,0.099988408
1989-08-17 00:00:00,0.146231572,0.140693158,0.312932555,0.242065685,0.292223881,5.067692193,0.181928335,0.205374104,0.098355593
1989-08-18 00:00:00,0.133849494,0.144149048,0.308556326,0.240850604,0.28093384,5.109981728,0.179483694,0.202120133,0.097143268
1989-08-19 00:00:00,0.122566187,0.143532407,0.305092422,0.237394034,0.300315077,4.998606449,0.176847778,0.199587213,0.095674355
1989-08-20 00:00:00,0.132268188,0.140376286,0.299928929,0.245566086,0.295704977,4.918187624,0.173698385,0.211975187,0.098001281
1989-08-21 00:00:00,0.347505729,0.1391232,0.297625145,0.251315596,0.302949419,4.840902196,0.169389066,0.25286044,0.140000168
1989-08-22 00:00:00,0.729941189,0.137649563,0.295021416,0.24259198,0.328916512,4.755968259,0.165972706,0.312112858,0.166379096
1989-08-23 00:00:00,0.805450084,0.134993956,0.289554467,0.235205363,0.295328642,4.674960507,0.163038114,0.348620681,0.147742241
1989-08-24 00:00:00,0.700945307,0.132647119,0.284679825,0.244891757,0.281968761,4.599426761,0.160701896,0.368875732,0.137634816
1989-08-25 00:00:00,0.686401179,0.130577546,0.284994117,0.252917794,0.272089975,4.525614496,0.158340107,0.366397195,0.138790787
1989-08-26 00:00:00,0.674917565,0.129088606,0.295254262,0.245970527,0.286202526,4.450178905,0.159425364,0.388880152,0.143591058
1989-08-27 00:00:00,0.633813325,0.135981481,0.323427069,0.251380267,0.369560658,4.471463354,0.166162958,0.406546406,0.144031236
1989-08-28 00:00:00,0.588613004,0.143173225,0.348943193,0.254634031,0.41650841,4.558617095,0.168142197,0.394927253,0.137273444
1989-08-29 00:00:00,0.519054975,0.139598508,0.347556395,0.251285051,0.645884399,4.627053508,0.165550264,0.364113817,0.127025689
1989-08-30 00:00:00,0.466496292,0.138493056,0.335783839,0.26099945,0.482366979,4.730357457,0.17000892,0.332221488,0.131681528
1989-08-31 00:00:00,0.470303096,0.137904321,0.330812691,0.272753509,0.460257317,4.940808486,0.17738478,0.308119503,0.144041475
1989-09-01 00:00:00,0.468144448,0.142217207,0.393135317,0.297110495,0.508616323,5.772276168,0.208486954,0.312863265,0.145348215
