,Zongo Tiquimani,Zongo Botijilaca,Zongo Central,Zongo Cuticucho,Zongo Santa Rosa,Zongo Sainami,Zongo Chururaqui,Zongo Harca,Zongo Cahua,Chepete,Bala,Cachuela Esperanza,Binacional Madera
27/03/1988,0.10,3.91,1.43,4.78,5.19,1.14,0.72,16.47,7.03,715.00,6217.90,577.03,5429.48
28/03/1988,0.10,4.57,1.67,5.58,6.06,1.33,0.85,19.24,8.22,809.59,7040.46,578.97,5430.50
29/03/1988,0.10,5.04,1.84,6.16,6.70,1.47,0.94,21.25,9.08,847.37,7368.99,577.05,5381.75
30/03/1988,0.10,4.92,1.79,6.01,6.53,1.43,0.91,20.71,8.85,827.70,7197.91,576.70,5345.21
31/03/1988,0.10,4.97,1.81,6.08,6.60,1.45,0.92,20.95,8.95,825.30,7177.04,575.38,5300.45
01/04/1988,0.10,5.28,1.93,6.46,7.01,1.54,0.98,22.25,9.51,880.79,7659.63,571.54,5255.32
02/04/1988,0.10,5.03,1.84,6.15,6.68,1.46,0.93,21.19,9.05,847.22,7367.72,567.54,5215.08
03/04/1988,0.10,5.39,1.97,6.59,7.16,1.57,1.00,22.71,9.70,872.36,7586.30,565.20,5150.83
04/04/1988,0.10,6.32,2.31,7.73,8.39,1.84,1.17,26.63,11.38,991.37,8621.24,566.81,5125.01
05/04/1988,0.10,5.68,2.07,6.94,7.54,1.65,1.05,23.92,10.22,928.79,8077.04,566.89,5058.09
06/04/1988,0.10,4.96,1.81,6.06,6.58,1.44,0.92,20.89,8.92,821.63,7145.14,563.76,4987.87
07/04/1988,0.10,4.61,1.68,5.63,6.12,1.34,0.85,19.42,8.29,761.33,6620.78,560.87,4926.07
08/04/1988,0.10,4.47,1.63,5.46,5.94,1.30,0.83,18.83,8.04,742.81,6459.69,558.45,4892.66
09/04/1988,0.10,4.25,1.55,5.19,5.64,1.24,0.79,17.90,7.65,716.69,6232.55,562.82,4911.81
10/04/1988,0.10,3.96,1.44,4.84,5.26,1.15,0.73,16.67,7.12,671.77,5841.93,565.98,4899.53
11/04/1988,0.10,4.06,1.48,4.96,5.39,1.18,0.75,17.10,7.30,675.37,5873.22,562.24,4806.09
12/04/1988,0.10,4.04,1.47,4.94,5.37,1.18,0.75,17.03,7.27,664.57,5779.30,560.24,4826.61
13/04/1988,0.10,3.78,1.38,4.62,5.02,1.10,0.70,15.92,6.80,633.36,5507.89,560.98,4861.85
14/04/1988,0.10,3.53,1.29,4.31,4.68,1.03,0.65,14.86,6.35,600.97,5226.23,567.27,4851.91
15/04/1988,0.10,3.31,1.21,4.05,4.40,0.96,0.61,13.95,5.96,563.97,4904.44,569.31,4847.19
16/04/1988,0.10,3.20,1.17,3.91,4.25,0.93,0.59,13.49,5.76,541.67,4710.56,564.84,4811.52
17/04/1988,0.10,3.13,1.14,3.83,4.16,0.91,0.58,13.20,5.64,548.07,4766.22,565.30,4798.32
18/04/1988,0.10,3.00,1.09,3.66,3.98,0.87,0.56,12.62,5.39,540.44,4699.84,566.59,4779.43
19/04/1988,0.10,2.84,1.04,3.47,3.77,0.83,0.53,11.96,5.11,510.83,4442.32,563.95,4738.09
20/04/1988,0.10,2.69,0.98,3.29,3.58,0.78,0.50,11.35,4.85,483.54,4204.98,560.72,4707.48
21/04/1988,0.10,2.57,0.94,3.14,3.41,0.75,0.48,10.81,4.62,459.33,3994.46,558.78,4742.61
22/04/1988,0.10,2.47,0.90,3.02,3.28,0.72,0.46,10.41,4.45,441.34,3838.01,557.50,4771.38
23/04/1988,0.10,2.39,0.87,2.93,3.18,0.70,0.44,10.09,4.31,438.82,3816.13,561.27,4867.95
24/04/1988,0.10,2.33,0.85,2.84,3.09,0.68,0.43,9.81,4.19,452.72,3937.01,571.15,4961.09
25/04/1988,0.10,2.30,0.84,2.81,3.05,0.67,0.43,9.68,4.14,453.40,3942.89,572.73,4980.20
26/04/1988,0.10,2.27,0.83,2.78,3.02,0.66,0.42,9.57,4.09,442.22,3845.64,567.59,5029.60
27/04/1988,0.10,2.33,0.85,2.85,3.10,0.68,0.43,9.83,4.20,447.54,3891.98,564.13,5024.30
28/04/1988,0.10,2.36,0.86,2.89,3.14,0.69,0.44,9.95,4.25,453.70,3945.49,562.66,4986.20
29/04/1988,0.10,2.28,0.83,2.79,3.03,0.66,0.42,9.63,4.11,435.33,3785.75,560.80,4904.37
30/04/1988,0.10,2.18,0.79,2.66,2.89,0.63,0.40,9.18,3.92,409.64,3562.34,557.91,4810.46
01/05/1988,0.10,2.07,0.76,2.53,2.75,0.60,0.38,8.72,3.72,387.27,3367.80,555.50,4665.93
02/05/1988,0.10,1.98,0.72,2.42,2.63,0.58,0.37,8.34,3.56,368.53,3204.83,553.49,4522.64
03/05/1988,0.10,1.93,0.70,2.36,2.56,0.56,0.36,8.12,3.47,354.82,3085.58,551.83,4403.16
04/05/1988,0.10,1.90,0.69,2.33,2.53,0.55,0.35,8.02,3.43,346.24,3011.02,551.11,4313.60
05/05/1988,0.10,1.85,0.68,2.27,2.46,0.54,0.34,7.81,3.34,335.25,2915.42,550.40,4245.55
06/05/1988,0.10,1.78,0.65,2.18,2.37,0.52,0.33,7.52,3.21,321.80,2798.46,549.18,4184.23
07/05/1988,0.10,1.76,0.64,2.15,2.34,0.51,0.33,7.41,3.17,314.01,2730.72,548.10,4119.23
08/05/1988,0.10,1.75,0.64,2.14,2.33,0.51,0.32,7.38,3.15,309.03,2687.39,547.15,4052.65
09/05/1988,0.10,1.72,0.63,2.10,2.28,0.50,0.32,7.24,3.09,301.80,2624.51,546.31,3996.77
10/05/1988,0.10,1.69,0.62,2.07,2.25,0.49,0.31,7.13,3.05,294.70,2562.84,545.55,3944.22
11/05/1988,0.10,1.64,0.60,2.01,2.18,0.48,0.30,6.92,2.96,285.04,2478.77,544.86,3894.20
12/05/1988,0.10,1.57,0.57,1.92,2.09,0.46,0.29,6.62,2.83,273.50,2378.41,544.59,3847.60
13/05/1988,0.10,1.51,0.55,1.84,2.00,0.44,0.28,6.35,2.71,262.99,2287.03,544.31,3803.40
14/05/1988,0.10,1.45,0.53,1.77,1.93,0.42,0.27,6.11,2.61,253.25,2202.34,544.48,3770.59
15/05/1988,0.10,1.40,0.51,1.71,1.86,0.41,0.26,5.90,2.52,244.67,2127.72,544.60,3740.02
16/05/1988,0.10,1.36,0.49,1.66,1.80,0.39,0.25,5.71,2.44,237.12,2062.10,543.94,3710.43
17/05/1988,0.10,1.34,0.49,1.63,1.78,0.39,0.25,5.63,2.41,231.37,2012.07,543.97,3690.18
18/05/1988,0.10,1.31,0.48,1.60,1.74,0.38,0.24,5.53,2.36,225.23,1958.65,544.04,3668.39
19/05/1988,0.10,1.27,0.46,1.55,1.69,0.37,0.24,5.35,2.29,218.26,1898.03,543.87,3648.55
20/05/1988,0.10,1.29,0.47,1.58,1.71,0.38,0.24,5.44,2.32,221.64,1927.44,547.86,3752.49
21/05/1988,0.10,1.32,0.48,1.62,1.76,0.39,0.25,5.58,2.38,225.53,1961.31,551.94,3820.19
22/05/1988,0.10,1.29,0.47,1.58,1.71,0.38,0.24,5.44,2.32,218.86,1903.32,550.77,3812.52
23/05/1988,0.10,1.32,0.48,1.61,1.75,0.38,0.24,5.55,2.37,222.88,1938.21,549.54,3840.30
24/05/1988,0.10,1.33,0.49,1.63,1.77,0.39,0.25,5.62,2.40,226.95,1973.66,550.32,3898.07
25/05/1988,0.10,1.28,0.47,1.57,1.71,0.37,0.24,5.41,2.31,220.10,1914.07,476.35,3573.62
26/05/1988,0.10,1.24,0.45,1.52,1.65,0.36,0.23,5.22,2.23,211.88,1842.54,424.07,3313.00
27/05/1988,0.10,1.20,0.44,1.47,1.59,0.35,0.22,5.06,2.16,204.26,1776.30,411.55,3206.49
28/05/1988,0.10,1.18,0.43,1.44,1.56,0.34,0.22,4.96,2.12,200.25,1741.46,401.22,3106.55
29/05/1988,0.10,1.18,0.43,1.44,1.56,0.34,0.22,4.96,2.12,202.01,1756.73,392.48,3043.00
30/05/1988,0.10,1.20,0.44,1.47,1.59,0.35,0.22,5.06,2.16,220.75,1919.68,409.68,3142.93
31/05/1988,0.10,1.18,0.43,1.44,1.57,0.34,0.22,4.97,2.12,226.18,1966.95,421.77,3210.26
01/06/1988,0.10,1.13,0.41,1.38,1.50,0.33,0.21,4.74,2.03,213.18,1853.91,409.78,3145.61
02/06/1988,0.10,1.08,0.39,1.32,1.44,0.31,0.20,4.56,1.95,202.58,1761.71,399.31,3069.92
03/06/1988,0.10,1.05,0.38,1.29,1.40,0.31,0.20,4.43,1.89,194.61,1692.41,390.04,2978.20
04/06/1988,0.10,1.03,0.37,1.26,1.36,0.30,0.19,4.33,1.85,189.34,1646.58,362.23,2803.50
05/06/1988,0.10,0.99,0.36,1.22,1.32,0.29,0.18,4.19,1.79,183.58,1596.51,332.14,2626.62
06/06/1988,0.10,0.96,0.35,1.18,1.28,0.28,0.18,4.06,1.73,176.85,1537.95,320.60,2536.46
07/06/1988,0.10,0.93,0.34,1.14,1.24,0.27,0.17,3.93,1.68,170.76,1484.94,310.40,2453.92
08/06/1988,0.10,0.91,0.33,1.11,1.21,0.26,0.17,3.82,1.63,165.47,1439.00,302.03,2382.58
09/06/1988,0.10,0.89,0.32,1.09,1.18,0.26,0.16,3.75,1.60,161.37,1403.32,294.63,2318.99
10/06/1988,0.10,0.87,0.32,1.07,1.16,0.25,0.16,3.69,1.57,158.10,1374.92,287.40,2259.18
11/06/1988,0.10,0.85,0.31,1.04,1.13,0.25,0.16,3.60,1.54,154.12,1340.26,280.51,2203.38
12/06/1988,0.10,0.83,0.30,1.01,1.10,0.24,0.15,3.50,1.49,149.48,1299.93,273.88,2150.52
13/06/1988,0.10,0.81,0.29,0.99,1.07,0.23,0.15,3.40,1.45,145.21,1262.80,267.49,2101.58
14/06/1988,0.10,0.79,0.29,0.97,1.05,0.23,0.15,3.33,1.42,141.49,1230.42,261.91,2058.13
15/06/1988,0.10,0.77,0.28,0.94,1.03,0.22,0.14,3.25,1.39,137.89,1199.14,257.30,2019.06
16/06/1988,0.10,0.75,0.27,0.92,1.00,0.22,0.14,3.17,1.36,134.30,1167.93,252.64,1980.65
17/06/1988,0.10,0.74,0.27,0.90,0.98,0.21,0.14,3.10,1.32,130.87,1138.07,247.80,1942.46
18/06/1988,0.10,0.72,0.26,0.88,0.95,0.21,0.13,3.02,1.29,128.03,1113.35,244.29,1912.37
19/06/1988,0.10,0.70,0.26,0.85,0.93,0.20,0.13,2.95,1.26,125.25,1089.25,242.39,1890.25
20/06/1988,0.10,0.68,0.25,0.83,0.91,0.20,0.13,2.87,1.23,122.05,1061.40,239.20,1862.20
21/06/1988,0.10,0.67,0.24,0.81,0.88,0.19,0.12,2.81,1.20,119.01,1034.91,234.93,1829.67
22/06/1988,0.10,0.65,0.24,0.79,0.86,0.19,0.12,2.74,1.17,116.10,1009.61,230.89,1798.23
23/06/1988,0.10,0.64,0.23,0.78,0.84,0.18,0.12,2.68,1.14,113.37,985.87,226.69,1767.63
24/06/1988,0.10,0.62,0.23,0.76,0.83,0.18,0.12,2.62,1.12,110.97,965.06,224.51,1749.80
25/06/1988,0.10,0.61,0.22,0.75,0.81,0.18,0.11,2.57,1.10,108.61,944.49,222.61,1736.22
26/06/1988,0.10,0.60,0.22,0.73,0.79,0.17,0.11,2.51,1.07,106.10,922.71,220.92,1722.89
27/06/1988,0.10,0.59,0.21,0.72,0.78,0.17,0.11,2.47,1.05,103.92,903.70,219.10,1706.27
28/06/1988,0.10,0.58,0.21,0.70,0.76,0.17,0.11,2.43,1.04,101.82,885.42,215.53,1679.63
29/06/1988,0.10,0.56,0.21,0.69,0.75,0.16,0.10,2.37,1.01,99.55,865.72,211.87,1652.27
30/06/1988,0.10,0.55,0.20,0.67,0.73,0.16,0.10,2.32,0.99,97.35,846.57,208.35,1626.28
01/07/1988,0.10,0.54,0.20,0.66,0.72,0.16,0.10,2.27,0.97,95.22,828.10,204.98,1601.11
02/07/1988,0.10,0.53,0.19,0.65,0.70,0.15,0.10,2.22,0.95,93.20,810.51,201.76,1576.15
03/07/1988,0.10,0.52,0.19,0.63,0.69,0.15,0.10,2.18,0.93,91.64,796.97,198.70,1552.29
04/07/1988,0.10,0.51,0.19,0.63,0.68,0.15,0.10,2.17,0.93,93.46,812.72,195.90,1534.59
05/07/1988,0.10,0.52,0.19,0.63,0.69,0.15,0.10,2.18,0.93,96.08,835.52,196.21,1549.48
06/07/1988,0.10,0.51,0.19,0.63,0.68,0.15,0.10,2.16,0.92,95.72,832.43,197.48,1592.60
07/07/1988,0.10,0.51,0.19,0.62,0.68,0.15,0.10,2.15,0.92,96.82,841.97,199.64,1635.93
08/07/1988,0.10,0.51,0.18,0.62,0.67,0.15,0.10,2.13,0.91,96.43,838.59,202.20,1659.45
09/07/1988,0.10,0.50,0.18,0.61,0.67,0.15,0.10,2.11,0.90,94.05,817.89,200.10,1644.78
10/07/1988,0.10,0.51,0.18,0.62,0.67,0.15,0.10,2.13,0.91,92.80,807.01,195.67,1605.57
11/07/1988,0.10,0.50,0.18,0.61,0.67,0.15,0.10,2.11,0.90,91.53,796.01,192.13,1570.07
12/07/1988,0.10,0.49,0.18,0.60,0.65,0.14,0.10,2.06,0.88,89.44,777.82,188.97,1538.58
13/07/1988,0.10,0.48,0.17,0.58,0.63,0.14,0.10,2.01,0.86,87.06,757.08,185.19,1504.45
14/07/1988,0.10,0.46,0.17,0.57,0.62,0.14,0.10,1.96,0.84,84.87,738.09,181.63,1472.38
15/07/1988,0.10,0.45,0.17,0.56,0.60,0.13,0.10,1.91,0.82,82.85,720.46,178.34,1442.61
16/07/1988,0.10,0.44,0.16,0.54,0.59,0.13,0.10,1.87,0.80,80.93,703.82,175.27,1415.34
17/07/1988,0.10,0.43,0.16,0.53,0.58,0.13,0.10,1.83,0.78,79.11,687.94,172.38,1390.76
18/07/1988,0.10,0.43,0.16,0.52,0.57,0.12,0.10,1.80,0.77,77.38,672.88,169.88,1369.00
19/07/1988,0.10,0.42,0.15,0.51,0.55,0.12,0.10,1.76,0.75,75.74,658.67,163.42,1329.19
20/07/1988,0.10,0.41,0.15,0.50,0.54,0.12,0.10,1.73,0.74,74.18,645.11,155.59,1283.57
21/07/1988,0.10,0.40,0.15,0.49,0.53,0.12,0.10,1.69,0.72,72.71,632.32,149.94,1248.53
22/07/1988,0.10,0.40,0.14,0.48,0.53,0.12,0.10,1.67,0.71,71.44,621.26,145.02,1217.29
23/07/1988,0.10,0.39,0.14,0.48,0.52,0.11,0.10,1.65,0.71,70.23,610.74,139.70,1184.77
24/07/1988,0.10,0.39,0.14,0.47,0.51,0.11,0.10,1.63,0.70,69.05,600.51,134.90,1155.12
25/07/1988,0.10,0.38,0.14,0.47,0.51,0.11,0.10,1.61,0.69,67.85,590.04,130.52,1127.73
26/07/1988,0.10,0.37,0.14,0.46,0.50,0.11,0.10,1.58,0.67,66.54,578.69,126.76,1103.65
27/07/1988,0.10,0.37,0.13,0.45,0.49,0.11,0.10,1.55,0.66,65.28,567.71,123.23,1080.87
28/07/1988,0.10,0.36,0.13,0.44,0.48,0.10,0.10,1.52,0.65,64.07,557.14,119.64,1058.06
29/07/1988,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.49,0.64,62.89,546.90,116.30,1036.60
30/07/1988,0.10,0.35,0.13,0.42,0.46,0.10,0.10,1.46,0.63,61.74,536.92,113.17,1016.30
31/07/1988,0.10,0.34,0.12,0.42,0.45,0.10,0.10,1.44,0.61,60.66,527.49,110.74,999.37
01/08/1988,0.10,0.34,0.12,0.42,0.45,0.10,0.10,1.44,0.61,59.99,521.71,109.32,987.30
02/08/1988,0.10,0.35,0.13,0.43,0.46,0.10,0.10,1.47,0.63,59.96,521.44,107.57,974.03
03/08/1988,0.10,0.35,0.13,0.43,0.47,0.10,0.10,1.48,0.63,59.41,516.61,105.25,958.38
04/08/1988,0.10,0.34,0.13,0.42,0.45,0.10,0.10,1.44,0.62,58.22,506.32,102.87,942.56
05/08/1988,0.10,0.34,0.12,0.41,0.45,0.10,0.10,1.41,0.60,57.12,496.75,100.45,926.65
06/08/1988,0.10,0.33,0.12,0.40,0.44,0.10,0.10,1.38,0.59,56.08,487.71,98.28,912.07
07/08/1988,0.10,0.32,0.12,0.39,0.43,0.10,0.10,1.36,0.58,55.08,479.03,96.21,898.02
08/08/1988,0.10,0.32,0.12,0.39,0.42,0.10,0.10,1.33,0.57,54.19,471.27,94.11,883.93
09/08/1988,0.10,0.31,0.11,0.38,0.41,0.10,0.10,1.32,0.56,53.39,464.29,92.12,870.46
10/08/1988,0.10,0.31,0.11,0.37,0.41,0.10,0.10,1.29,0.55,52.53,456.81,90.25,857.68
11/08/1988,0.10,0.30,0.11,0.37,0.40,0.10,0.10,1.27,0.54,51.63,448.99,88.44,845.29
12/08/1988,0.10,0.30,0.11,0.36,0.39,0.10,0.10,1.25,0.53,50.76,441.45,86.71,833.41
13/08/1988,0.10,0.29,0.11,0.36,0.39,0.10,0.10,1.22,0.52,49.92,434.14,85.06,821.98
14/08/1988,0.10,0.29,0.10,0.35,0.38,0.10,0.10,1.20,0.51,49.11,427.06,83.57,811.60
15/08/1988,0.10,0.28,0.10,0.34,0.37,0.10,0.10,1.19,0.51,48.45,421.38,83.95,814.18
16/08/1988,0.10,0.28,0.10,0.35,0.38,0.10,0.10,1.19,0.51,49.02,426.29,85.96,830.79
17/08/1988,0.10,0.28,0.10,0.35,0.38,0.10,0.10,1.19,0.51,49.43,429.83,86.85,842.82
18/08/1988,0.10,0.28,0.10,0.34,0.37,0.10,0.10,1.17,0.50,48.48,421.60,86.03,842.05
19/08/1988,0.10,0.27,0.10,0.33,0.36,0.10,0.10,1.15,0.49,47.57,413.70,84.16,830.47
20/08/1988,0.10,0.27,0.10,0.33,0.36,0.10,0.10,1.13,0.48,46.72,406.29,82.28,814.26
21/08/1988,0.10,0.26,0.10,0.32,0.35,0.10,0.10,1.11,0.47,45.91,399.23,80.49,798.90
22/08/1988,0.10,0.26,0.10,0.32,0.34,0.10,0.10,1.09,0.47,45.13,392.48,79.22,786.84
23/08/1988,0.10,0.25,0.10,0.31,0.34,0.10,0.10,1.07,0.46,44.39,386.01,77.99,775.61
24/08/1988,0.10,0.25,0.10,0.31,0.33,0.10,0.10,1.06,0.45,43.67,379.75,76.62,764.39
25/08/1988,0.10,0.25,0.10,0.30,0.33,0.10,0.10,1.04,0.44,42.97,373.70,75.31,753.95
26/08/1988,0.10,0.24,0.10,0.30,0.32,0.10,0.10,1.02,0.44,42.30,367.85,73.86,742.92
27/08/1988,0.10,0.24,0.10,0.29,0.32,0.10,0.10,1.01,0.43,41.65,362.17,72.48,732.26
28/08/1988,0.10,0.24,0.10,0.29,0.31,0.10,0.10,0.99,0.42,41.02,356.69,71.16,722.15
29/08/1988,0.10,0.23,0.10,0.28,0.31,0.10,0.10,0.98,0.42,40.40,351.36,70.15,713.69
30/08/1988,0.10,0.23,0.10,0.28,0.30,0.10,0.10,0.96,0.41,39.80,346.11,69.44,706.74
31/08/1988,0.10,0.23,0.10,0.28,0.30,0.10,0.10,0.95,0.41,39.21,340.99,68.87,700.77
01/09/1988,0.10,0.22,0.10,0.27,0.30,0.10,0.10,0.95,0.40,38.80,337.39,70.70,707.06
02/09/1988,0.10,0.22,0.10,0.27,0.30,0.10,0.10,0.94,0.40,38.39,333.84,74.20,720.81
03/09/1988,0.10,0.22,0.10,0.27,0.29,0.10,0.10,0.93,0.40,37.85,329.18,74.77,720.14
04/09/1988,0.10,0.22,0.10,0.26,0.29,0.10,0.10,0.91,0.39,37.33,324.68,73.10,709.46
05/09/1988,0.10,0.21,0.10,0.26,0.28,0.10,0.10,0.90,0.38,36.81,320.08,71.35,698.43
06/09/1988,0.10,0.21,0.10,0.26,0.28,0.10,0.10,0.89,0.38,36.33,315.92,70.01,689.52
07/09/1988,0.10,0.21,0.10,0.25,0.28,0.10,0.10,0.88,0.37,35.94,312.58,69.05,682.50
08/09/1988,0.10,0.21,0.10,0.25,0.27,0.10,0.10,0.87,0.37,35.53,308.96,67.83,675.80
09/09/1988,0.10,0.20,0.10,0.25,0.27,0.10,0.10,0.86,0.37,35.06,304.91,66.60,672.59
10/09/1988,0.10,0.20,0.10,0.25,0.27,0.10,0.10,0.85,0.37,34.85,303.04,65.41,667.61
11/09/1988,0.10,0.20,0.10,0.25,0.27,0.10,0.10,0.85,0.36,34.65,301.36,64.16,659.95
12/09/1988,0.10,0.20,0.10,0.24,0.27,0.10,0.10,0.84,0.36,34.46,299.68,63.13,654.84
13/09/1988,0.10,0.20,0.10,0.25,0.27,0.10,0.10,0.86,0.37,37.62,327.14,63.97,669.69
14/09/1988,0.10,0.26,0.10,0.32,0.35,0.10,0.10,1.11,0.47,52.58,457.28,70.64,726.92
15/09/1988,0.10,0.38,0.14,0.46,0.50,0.11,0.10,1.59,0.68,74.03,643.81,105.63,935.33
16/09/1988,0.10,0.40,0.15,0.49,0.53,0.12,0.10,1.70,0.72,79.78,693.79,131.41,1118.55
17/09/1988,0.10,0.37,0.14,0.46,0.50,0.11,0.10,1.57,0.67,76.00,660.93,124.32,1136.01
18/09/1988,0.10,0.35,0.13,0.43,0.46,0.10,0.10,1.47,0.63,70.56,613.61,115.92,1088.96
19/09/1988,0.10,0.34,0.12,0.41,0.45,0.10,0.10,1.42,0.61,65.32,568.07,108.24,1028.25
20/09/1988,0.10,0.33,0.12,0.40,0.44,0.10,0.10,1.38,0.59,62.35,542.21,101.58,974.42
21/09/1988,0.10,0.31,0.11,0.38,0.42,0.10,0.10,1.32,0.56,62.31,541.83,96.74,927.45
22/09/1988,0.10,0.34,0.13,0.42,0.46,0.10,0.10,1.44,0.62,79.35,690.09,94.49,901.25
23/09/1988,0.10,1.23,0.45,1.50,1.63,0.36,0.23,5.17,2.21,260.53,2265.61,103.64,937.65
24/09/1988,0.10,1.89,0.69,2.30,2.50,0.55,0.35,7.95,3.39,342.01,2974.22,161.31,1217.01
25/09/1988,0.10,1.75,0.64,2.13,2.32,0.51,0.32,7.36,3.14,306.28,2663.46,187.78,1367.85
26/09/1988,0.10,1.45,0.53,1.78,1.93,0.42,0.27,6.12,2.62,246.94,2147.45,176.62,1345.86
27/09/1988,0.10,1.25,0.46,1.52,1.66,0.36,0.23,5.25,2.24,203.31,1768.09,156.04,1268.36
28/09/1988,0.10,1.08,0.40,1.32,1.44,0.32,0.20,4.57,1.95,173.86,1511.91,140.52,1188.82
29/09/1988,0.10,0.94,0.34,1.14,1.24,0.27,0.17,3.94,1.68,151.40,1316.62,127.95,1118.60
30/09/1988,0.10,0.83,0.30,1.02,1.11,0.24,0.15,3.51,1.50,135.64,1179.53,117.77,1056.36
01/10/1988,0.10,0.76,0.28,0.93,1.01,0.22,0.14,3.19,1.36,123.88,1077.29,110.06,997.83
02/10/1988,0.10,0.70,0.25,0.85,0.93,0.20,0.13,2.94,1.26,116.99,1017.41,105.66,978.65
03/10/1988,0.10,0.65,0.24,0.80,0.86,0.19,0.12,2.74,1.17,112.56,978.84,103.85,1008.30
04/10/1988,0.10,0.62,0.23,0.76,0.83,0.18,0.12,2.63,1.12,109.47,952.00,101.29,1057.15
05/10/1988,0.10,0.60,0.22,0.74,0.80,0.18,0.11,2.54,1.09,105.65,918.75,99.30,1082.92
06/10/1988,0.10,0.57,0.21,0.70,0.76,0.17,0.11,2.42,1.03,100.04,870.01,96.81,1049.73
07/10/1988,0.10,0.56,0.20,0.68,0.74,0.16,0.10,2.34,1.00,96.16,836.21,92.99,996.80
08/10/1988,0.10,0.61,0.22,0.74,0.80,0.18,0.11,2.55,1.09,102.13,888.16,90.17,965.83
09/10/1988,0.10,0.94,0.34,1.15,1.25,0.27,0.17,3.95,1.69,150.84,1311.76,90.81,1009.84
10/10/1988,0.10,1.18,0.43,1.44,1.56,0.34,0.22,4.95,2.12,202.72,1762.94,107.58,1211.04
11/10/1988,0.10,1.10,0.40,1.34,1.46,0.32,0.20,4.62,1.98,197.05,1713.57,128.80,1410.07
12/10/1988,0.10,1.00,0.37,1.23,1.33,0.29,0.19,4.23,1.81,176.79,1537.45,128.92,1429.86
13/10/1988,0.10,0.96,0.35,1.17,1.27,0.28,0.18,4.04,1.73,164.19,1427.88,124.19,1368.84
14/10/1988,0.10,0.89,0.33,1.09,1.19,0.26,0.17,3.77,1.61,152.11,1322.78,120.66,1319.63
15/10/1988,0.10,0.86,0.32,1.06,1.15,0.25,0.16,3.65,1.56,145.55,1265.77,113.66,1260.72
16/10/1988,0.10,0.83,0.30,1.02,1.11,0.24,0.15,3.51,1.50,139.38,1212.13,113.36,1226.47
17/10/1988,0.10,0.77,0.28,0.94,1.02,0.22,0.14,3.25,1.39,130.76,1137.15,113.37,1242.12
18/10/1988,0.10,0.72,0.26,0.88,0.96,0.21,0.13,3.04,1.30,124.05,1078.75,108.05,1226.72
19/10/1988,0.10,0.70,0.26,0.86,0.93,0.20,0.13,2.95,1.26,120.17,1045.07,103.34,1219.14
20/10/1988,0.10,0.71,0.26,0.86,0.94,0.21,0.13,2.98,1.27,125.65,1092.70,102.42,1266.85
21/10/1988,0.10,0.73,0.27,0.90,0.98,0.21,0.14,3.10,1.32,134.88,1173.00,114.62,1337.57
22/10/1988,0.10,0.73,0.27,0.89,0.96,0.21,0.13,3.06,1.31,133.97,1165.02,138.11,1448.23
23/10/1988,0.10,0.68,0.25,0.83,0.91,0.20,0.13,2.88,1.23,126.04,1096.05,143.83,1467.11
24/10/1988,0.10,0.67,0.24,0.81,0.88,0.19,0.12,2.81,1.20,128.59,1118.25,134.20,1434.98
25/10/1988,0.10,0.69,0.25,0.84,0.92,0.20,0.13,2.91,1.24,137.98,1199.93,132.01,1502.64
26/10/1988,0.10,0.75,0.27,0.92,1.00,0.22,0.14,3.16,1.35,150.41,1308.06,144.60,1724.71
27/10/1988,0.10,0.76,0.28,0.93,1.02,0.22,0.14,3.22,1.38,158.47,1378.08,187.84,1996.10
28/10/1988,0.10,0.72,0.26,0.88,0.96,0.21,0.13,3.04,1.30,150.08,1305.16,204.97,2027.26
29/10/1988,0.10,0.69,0.25,0.84,0.91,0.20,0.13,2.89,1.23,139.08,1209.51,186.69,1865.20
30/10/1988,0.10,0.68,0.25,0.83,0.90,0.20,0.13,2.86,1.22,133.22,1158.51,171.38,1702.95
31/10/1988,0.10,0.95,0.35,1.16,1.26,0.28,0.18,3.99,1.70,179.58,1561.64,162.68,1625.03
01/11/1988,0.10,1.13,0.41,1.38,1.50,0.33,0.21,4.76,2.03,228.19,1984.42,228.33,1964.40
02/11/1988,0.10,1.02,0.37,1.25,1.35,0.30,0.19,4.30,1.84,211.86,1842.36,277.63,2212.16
03/11/1988,0.10,0.93,0.34,1.14,1.24,0.27,0.17,3.93,1.68,188.07,1635.54,248.96,2076.39
04/11/1988,0.10,0.89,0.32,1.08,1.18,0.26,0.16,3.73,1.59,173.86,1511.91,220.73,1902.66
05/11/1988,0.10,0.84,0.31,1.03,1.12,0.24,0.16,3.54,1.51,163.10,1418.40,200.18,1742.06
06/11/1988,0.10,0.81,0.29,0.99,1.07,0.23,0.15,3.40,1.45,154.47,1343.30,184.00,1609.27
07/11/1988,0.10,0.78,0.28,0.95,1.04,0.23,0.14,3.29,1.40,149.35,1298.83,171.69,1511.68
08/11/1988,0.10,0.79,0.29,0.96,1.04,0.23,0.15,3.31,1.41,147.33,1281.22,169.25,1469.91
09/11/1988,0.10,0.78,0.28,0.95,1.03,0.23,0.14,3.27,1.40,142.22,1236.80,170.10,1467.92
10/11/1988,0.10,0.73,0.27,0.89,0.97,0.21,0.14,3.08,1.31,135.72,1180.22,166.31,1448.46
11/11/1988,0.10,0.70,0.25,0.85,0.93,0.20,0.13,2.94,1.26,130.50,1134.88,158.96,1396.52
