,CARABUCO,CHOQUETANGA,KANATA,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL
2014-12-31 23:00:00+00:00,1.9751072834290377,1.8765481279354839,0.3192348472281167,0.5121675861856364,0.445839785018687,0.5870003421104709
2015-01-01 00:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 01:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 02:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 03:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 04:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 05:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 06:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 07:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 08:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 09:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 10:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 11:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 12:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 13:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 14:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 15:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 16:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 17:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 18:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 19:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 20:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 21:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 22:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-01 23:00:00+00:00,2.0388558768841762,1.9450008269419354,0.3497145562599469,0.535662555984,0.4662920599506782,0.6195226989351664
2015-01-02 00:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
2015-01-02 01:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
2015-01-02 02:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
2015-01-02 03:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
2015-01-02 04:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
2015-01-02 05:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
2015-01-02 06:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
2015-01-02 07:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
2015-01-02 08:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
2015-01-02 09:00:00+00:00,2.1608574953931488,2.083479850219355,0.3705690940185677,0.634136630368909,0.5520133381765304,0.7376747293647681
