,CARABUCO,CHOQUETANGA,KANATA,QUEHATA,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL,index,QOLLPANA I,QOLLPANA II,ORURO I,ORURO II,QOLLPANA I,QOLLPANA II,ORURO I,ORURO II
38,,,,,,,,,,,,,0.24023147399999997,0.162939344,0.7540766,0.7540766
39,,,,,,,,,,,,,0.274851081,0.189742985,0.65877918,0.65877918
40,,,,,,,,,,,,,0.291955001,0.202529481,0.51871872,0.51871872
41,,,,,,,,,,,,,0.289470693,0.20069129100000002,0.33352256,0.33352256
42,,,,,,,,,,,,,0.268202762,0.184690241,0.15628426,0.15628426
43,,,,,,,,,,,,,0.186141799,0.11907590900000001,0.02437816,0.02437816
44,,,,,,,,,,,,,0.11015066800000001,0.059232731,0.0,0.0
45,,,,,,,,,,,,,0.112111585,0.060623447000000004,0.0,0.0
46,,,,,,,,,,,,,0.128365733,0.072617444,0.0,0.0
47,,,,,,,,,,,,,0.141796586,0.083036206,0.0,0.0
48,,,,,,,,,,,,,0.147494137,0.0875593,0.0,0.0
49,,,,,,,,,,,,,0.148481855,0.088348515,0.0,0.0
50,,,,,,,,,,,,,0.136043368,0.078526842,0.0,0.0
51,,,,,,,,,,,,,0.125611373,0.07053192400000001,0.0,0.0
52,,,,,,,,,,,,,0.116699186,0.063927711,0.0,0.0
53,,,,,,,,,,,,,0.10455044,0.055337187,0.0,0.0
54,,,,,,,,,,,,,0.08790237099999999,0.044503989,0.0,0.0
55,,,,,,,,,,,,,0.068623158,0.033579305,0.01622734,0.01622734
56,,,,,,,,,,,,,0.142071102,0.083252904,0.0937172,0.0937172
57,,,,,,,,,,,,,0.19318877899999998,0.12487189,0.21970189999999998,0.21970189999999998
58,,,,,,,,,,,,,0.20089975699999998,0.131200318,0.36857594,0.36857594
59,,,,,,,,,,,,,0.212674337,0.140813796,0.51544554,0.51544554
60,,,,,,,,,,,,,0.250107264,0.17070745199999998,0.62981928,0.62981928
61,,,,,,,,,,,,,0.304413463,0.211650855,0.6584543,0.6584543
62,,,,,,,,,,,,,0.382033051,0.265064036,0.61946474,0.61946474
63,,,,,,,,,,,,,0.478642425,0.324865525,0.51188254,0.51188254
64,,,,,,,,,,,,,0.58754948,0.386587786,0.36860302,0.36860302
65,,,,,,,,,,,,,0.6307510000000001,0.421417145,0.21864964,0.21864964
66,,,,,,,,,,,,,0.618587333,0.40960117700000004,0.09543374,0.09543374
67,,,,,,,,,,,,,0.38092613700000005,0.264340252,0.01534994,0.01534994
68,,,,,,,,,,,,,0.19885993,0.12952819699999998,0.0,0.0
69,,,,,,,,,,,,,0.21796884600000002,0.14510999900000002,0.0,0.0
70,,,,,,,,,,,,,0.201881557,0.132004537,0.0,0.0
71,,,,,,,,,,,,,0.17930375699999998,0.113449342,0.0,0.0
72,,,,,,,,,,,,,0.170624611,0.106319792,0.0,0.0
73,,,,,,,,,,,,,0.148128589,0.088066084,0.0,0.0
74,,,,,,,,,,,,,0.112589766,0.060964594000000004,0.0,0.0
75,,,,,,,,,,,,,0.087955144,0.044536399000000004,0.0,0.0
76,,,,,,,,,,,,,0.072710667,0.035737836,0.0,0.0
77,,,,,,,,,,,,,0.058901370999999994,0.028799732,0.0,0.0
78,,,,,,,,,,,,,0.049074333,0.024535032999999998,0.0,0.0
79,,,,,,,,,,,,,0.037476667000000005,0.020821208,0.02338982,0.02338982
80,,,,,,,,,,,,,0.053872469000000006,0.02652322,0.16827058,0.16827058
81,,,,,,,,,,,,,0.093256092,0.047856998,0.38370576,0.38370576
82,,,,,,,,,,,,,0.122703552,0.068352041,0.52713206,0.52713206
83,,,,,,,,,,,,,0.160917107,0.09838756,0.61143164,0.61143164
84,,,,,,,,,,,,,0.20979193,0.138467374,0.64588952,0.64588952
85,,,,,,,,,,,,,0.278291573,0.192339646,0.60537498,0.60537498
86,,,,,,,,,,,,,0.372322569,0.258680085,0.56302384,0.56302384
87,,,,,,,,,,,,,0.450818354,0.308255955,0.46835408,0.46835408
88,,,,,,,,,,,,,0.481658425,0.326640748,0.36047629999999997,0.36047629999999997
89,,,,,,,,,,,,,0.448478117,0.306838699,0.2436241,0.2436241
90,,,,,,,,,,,,,0.366016876,0.254492021,0.12531006,0.12531006
91,,,,,,,,,,,,,0.192930315,0.12465946300000001,0.02141228,0.02141228
92,,,,,,,,,,,,,0.123836685,0.069198754,0.0,0.0
93,,,,,,,,,,,,,0.158684359,0.09657298199999999,0.0,0.0
94,,,,,,,,,,,,,0.155085165,0.093657948,0.0,0.0
95,,,,,,,,,,,,,0.141111804,0.082496228,0.0,0.0
96,,,,,,,,,,,,,0.116272415,0.063617434,0.0,0.0
97,,,,,,,,,,,,,0.08727029300000001,0.044116823,0.0,0.0
98,,,,,,,,,,,,,0.07362890700000001,0.036234714,0.0,0.0
99,,,,,,,,,,,,,0.063559927,0.031027511,0.0,0.0
100,,,,,,,,,,,,,0.06288393,0.030697101,0.0,0.0
101,,,,,,,,,,,,,0.065333784,0.031906058,0.0,0.0
102,,,,,,,,,,,,,0.064375715,0.031429477000000004,0.0,0.0
103,,,,,,,,,,,,,0.050589202,0.025107377,0.03094736,0.03094736
104,,,,,,,,,,,,,0.06928088,0.033920725,0.19762448,0.19762448
105,,,,,,,,,,,,,0.113970692,0.061954117999999996,0.42044970000000004,0.42044970000000004
106,,,,,,,,,,,,,0.123458305,0.06891562,0.60696374,0.60696374
107,,,,,,,,,,,,,0.13550964,0.078111813,0.71433448,0.71433448
108,,,,,,,,,,,,,0.16945591399999999,0.10536185699999999,0.75134358,0.75134358
109,,,,,,,,,,,,,0.219791287,0.146584362,0.74734118,0.74734118
110,,,,,,,,,,,,,0.27110022,0.18689798,0.70115426,0.70115426
111,,,,,,,,,,,,,0.3172213,0.220861695,0.5949462,0.5949462
112,,,,,,,,,,,,,0.35264452399999996,0.24549561,0.44816978,0.44816978
113,,,,,,,,,,,,,0.38013713200000004,0.26382373,0.27617946,0.27617946
114,,,,,,,,,,,,,0.34794151799999995,0.242293421,0.13680878,0.13680878
115,,,,,,,,,,,,,0.19947889,0.130035752,0.02814422,0.02814422
116,,,,,,,,,,,,,0.111694078,0.060326227,0.0,0.0
117,,,,,,,,,,,,,0.112709484,0.061050125,0.0,0.0
118,,,,,,,,,,,,,0.12264077699999999,0.068305238,0.0,0.0
119,,,,,,,,,,,,,0.131548025,0.075050449,0.0,0.0
120,,,,,,,,,,,,,0.122327176,0.068071596,0.0,0.0
121,,,,,,,,,,,,,0.12289199,0.068492599,0.0,0.0
122,,,,,,,,,,,,,0.121826374,0.067699062,0.0,0.0
123,,,,,,,,,,,,,0.120455221,0.066682798,0.0,0.0
124,,,,,,,,,,,,,0.122327176,0.068071596,0.0,0.0
125,,,,,,,,,,,,,0.11379005199999999,0.061824314000000005,0.0,0.0
126,,,,,,,,,,,,,0.10715641599999999,0.057135508,0.0,0.0
127,,,,,,,,,,,,,0.075923902,0.037495588999999996,0.02550528,0.02550528
128,,,,,,,,,,,,,0.104320414,0.055179690999999996,0.15509820000000002,0.15509820000000002
129,,,,,,,,,,,,,0.154212576,0.092953293,0.34596818,0.34596818
130,,,,,,,,,,,,,0.188241938,0.12080392400000001,0.5511395,0.5511395
131,,,,,,,,,,,,,0.241695075,0.164096427,0.71230846,0.71230846
132,,,,,,,,,,,,,0.329400183,0.22946748600000003,0.77629514,0.77629514
133,,,,,,,,,,,,,0.42591578,0.292998878,0.77285006,0.77285006
134,,,,,,,,,,,,,0.507404882,0.341614784,0.7247161,0.7247161
135,,,,,,,,,,,,,0.524964842,0.351658841,0.66137266,0.66137266
136,,,,,,,,,,,,,0.5070143739999999,0.341389946,0.57451942,0.57451942
137,,,,,,,,,,,,,0.489444499,0.331202447,0.43699078,0.43699078
138,,,,,,,,,,,,,0.41361268799999995,0.285309589,0.23552978,0.23552978
139,,,,,,,,,,,,,0.24560229,0.1671755,0.0354895,0.0354895
140,,,,,,,,,,,,,0.17023437,0.105999855,0.0,0.0
141,,,,,,,,,,,,,0.21025453100000002,0.138844288,0.0,0.0
142,,,,,,,,,,,,,0.247952707,0.16902071300000002,0.0,0.0
143,,,,,,,,,,,,,0.19526683600000003,0.126579196,0.0,0.0
144,,,,,,,,,,,,,0.182656095,0.116207467,0.0,0.0
145,,,,,,,,,,,,,0.151687037,0.090918814,0.0,0.0
146,,,,,,,,,,,,,0.119834886,0.066224831,0.0,0.0
147,,,,,,,,,,,,,0.098765949,0.051440102,0.0,0.0
148,,,,,,,,,,,,,0.085647642,0.04313151900000001,0.0,0.0
149,,,,,,,,,,,,,0.079203254,0.039343842999999996,0.0,0.0
150,,,,,,,,,,,,,0.078352252,0.038858999,0.0,0.0
151,,,,,,,,,,,,,0.065059356,0.03176905,0.01121452,0.01121452
152,,,,,,,,,,,,,0.07528576099999999,0.03714228,0.25298846,0.25298846
153,,,,,,,,,,,,,0.071319727,0.034993507,0.49199558,0.49199558
154,,,,,,,,,,,,,0.07445514,0.03668553,0.6727915,0.6727915
155,,,,,,,,,,,,,0.083627114,0.041922171,0.79202958,0.79202958
156,,,,,,,,,,,,,0.08512734400000001,0.042818232000000005,0.85469484,0.85469484
157,,,,,,,,,,,,,0.11700455400000001,0.064150077,0.86110036,0.86110036
158,,,,,,,,,,,,,0.184475348,0.117704562,0.81848912,0.81848912
159,,,,,,,,,,,,,0.23364244399999998,0.15770601199999998,0.7263594,0.7263594
160,,,,,,,,,,,,,0.24688180199999998,0.168180653,0.58562562,0.58562562
161,,,,,,,,,,,,,0.259456874,0.177973628,0.40208834,0.40208834
162,,,,,,,,,,,,,0.259568754,0.17806004399999997,0.19510568,0.19510568
163,,,,,,,,,,,,,0.18240913,0.116004244,0.03508184,0.03508184
164,,,,,,,,,,,,,0.128236837,0.072519417,0.0,0.0
165,,,,,,,,,,,,,0.11015066800000001,0.059232731,0.0,0.0
166,,,,,,,,,,,,,0.10011190800000001,0.052334865999999994,0.0,0.0
167,,,,,,,,,,,,,0.08455678,0.042476167999999995,0.0,0.0
168,,,,,,,,,,,,,0.070320488,0.034465017,0.0,0.0
169,,,,,,,,,,,,,0.066068298,0.03227473,0.0,0.0
170,,,,,,,,,,,,,0.057645075999999996,0.028218614,0.0,0.0
171,,,,,,,,,,,,,0.048155147999999995,0.024092517999999997,0.0,0.0
172,,,,,,,,,,,,,0.047098333,0.023867152000000003,0.0,0.0
173,,,,,,,,,,,,,0.052670415,0.025998501,0.0,0.0
174,,,,,,,,,,,,,0.057774425,0.028278062000000003,0.0,0.0
175,,,,,,,,,,,,,0.053872469000000006,0.02652322,0.02659098,0.02659098
176,,,,,,,,,,,,,0.072855287,0.035815803,0.21622260000000001,0.21622260000000001
177,,,,,,,,,,,,,0.108501355,0.05807351,0.43308582,0.43308582
178,,,,,,,,,,,,,0.143794676,0.084616422,0.61483008,0.61483008
179,,,,,,,,,,,,,0.19310259300000002,0.124801056,0.73143324,0.73143324
180,,,,,,,,,,,,,0.250431921,0.17096122100000002,0.78712064,0.78712064
181,,,,,,,,,,,,,0.338130551,0.23554734600000002,0.7922998,0.7922998
182,,,,,,,,,,,,,0.39503756,0.273493787,0.7512986,0.7512986
183,,,,,,,,,,,,,0.411253219,0.283822785,0.66126912,0.66126912
184,,,,,,,,,,,,,0.447759836,0.30640304100000004,0.51380984,0.51380984
185,,,,,,,,,,,,,0.469114465,0.31922605800000003,0.35389876,0.35389876
186,,,,,,,,,,,,,0.410581053,0.28339849100000003,0.17624228,0.17624228
187,,,,,,,,,,,,,0.239294841,0.162197826,0.03280472,0.03280472
188,,,,,,,,,,,,,0.160170363,0.097780182,0.0,0.0
189,,,,,,,,,,,,,0.156253995,0.094603138,0.0,0.0
190,,,,,,,,,,,,,0.14365629,0.084506759,0.0,0.0
191,,,,,,,,,,,,,0.148269827,0.08817898099999999,0.0,0.0
192,,,,,,,,,,,,,0.14728306,0.08739082699999999,0.0,0.0
193,,,,,,,,,,,,,0.141180185,0.082550112,0.0,0.0
194,,,,,,,,,,,,,0.121202025,0.067235633,0.0,0.0
195,,,,,,,,,,,,,0.11,0.058982723,0.0,0.0
196,,,,,,,,,,,,,0.099943159,0.052222277000000004,0.0,0.0
197,,,,,,,,,,,,,0.093636665,0.048100263,0.0,0.0
198,,,,,,,,,,,,,0.094290859,0.048519917,0.0,0.0
199,,,,,,,,,,,,,0.088324986,0.044763895,0.02780546,0.02780546
200,,,,,,,,,,,,,0.115542819,0.06308833900000001,0.18092196,0.18092196
201,,,,,,,,,,,,,0.148269827,0.08817898099999999,0.420649,0.420649
202,,,,,,,,,,,,,0.15838834699999998,0.096332751,0.61982008,0.61982008
203,,,,,,,,,,,,,0.159797929,0.09747743800000001,0.75341248,0.75341248
204,,,,,,,,,,,,,0.166138965,0.10264699599999999,0.82453698,0.82453698
205,,,,,,,,,,,,,0.206122618,0.135473482,0.83542786,0.83542786
206,,,,,,,,,,,,,0.26831811,0.184778298,0.79897428,0.79897428
207,,,,,,,,,,,,,0.328843917,0.22907760300000002,0.71884686,0.71884686
208,,,,,,,,,,,,,0.37294268700000005,0.259090121,0.5859810999999999,0.5859810999999999
209,,,,,,,,,,,,,0.411589631,0.284035017,0.41088262,0.41088262
210,,,,,,,,,,,,,0.43112502,0.296223464,0.20576524,0.20576524
211,,,,,,,,,,,,,0.312942861,0.21780336100000003,0.03728912,0.03728912
212,,,,,,,,,,,,,0.198948254,0.12960063300000002,0.0,0.0
213,,,,,,,,,,,,,0.208042055,0.137040522,0.0,0.0
214,,,,,,,,,,,,,0.17576013699999998,0.110535762,0.0,0.0
215,,,,,,,,,,,,,0.14165945800000002,0.082928008,0.0,0.0
216,,,,,,,,,,,,,0.140770216,0.08222718700000001,0.0,0.0
217,,,,,,,,,,,,,0.142896723,0.083905422,0.0,0.0
218,,,,,,,,,,,,,0.142345962,0.083470006,0.0,0.0
219,,,,,,,,,,,,,0.146300706,0.086607626,0.0,0.0
220,,,,,,,,,,,,,0.14672117699999998,0.08694267800000001,0.0,0.0
221,,,,,,,,,,,,,0.143379778,0.08428773699999999,0.0,0.0
222,,,,,,,,,,,,,0.137921809,0.079992148,0.0,0.0
223,,,,,,,,,,,,,0.125356943,0.070340273,0.03136784,0.03136784
224,,,,,,,,,,,,,0.16767563300000002,0.103903959,0.19329166,0.19329166
225,,,,,,,,,,,,,0.21634952100000002,0.143797999,0.38787246,0.38787246
226,,,,,,,,,,,,,0.219695036,0.146506554,0.53474924,0.53474924
227,,,,,,,,,,,,,0.226820375,0.152247655,0.63278192,0.63278192
228,,,,,,,,,,,,,0.263966865,0.181447009,0.69540138,0.69540138
229,,,,,,,,,,,,,0.346483159,0.241296326,0.68611744,0.68611744
230,,,,,,,,,,,,,0.432522346,0.297085368,0.63854866,0.63854866
231,,,,,,,,,,,,,0.530560924,0.35483390000000004,0.53091426,0.53091426
232,,,,,,,,,,,,,0.571229483,0.377588114,0.3606014,0.3606014
233,,,,,,,,,,,,,0.510143572,0.34318974700000004,0.21016620000000003,0.21016620000000003
234,,,,,,,,,,,,,0.41108509600000004,0.28371669,0.10183988,0.10183988
235,,,,,,,,,,,,,0.253699777,0.173509763,0.01999,0.01999
236,,,,,,,,,,,,,0.19762685100000002,0.128516642,0.0,0.0
237,,,,,,,,,,,,,0.189680999,0.121987734,0.0,0.0
238,,,,,,,,,,,,,0.16690598199999998,0.103274224,0.0,0.0
239,,,,,,,,,,,,,0.133123983,0.076264126,0.0,0.0
240,,,,,,,,,,,,,0.152621725,0.09167086699999999,0.0,0.0
241,,,,,,,,,,,,,0.171642413,0.10715455199999999,0.0,0.0
242,,,,,,,,,,,,,0.174008863,0.109097024,0.0,0.0
243,,,,,,,,,,,,,0.220273105,0.146973754,0.0,0.0
244,,,,,,,,,,,,,0.22065923,0.147285688,0.0,0.0
245,,,,,,,,,,,,,0.192156634,0.12402349800000001,0.0,0.0
246,,,,,,,,,,,,,0.164841039,0.101586466,0.0,0.0
247,,,,,,,,,,,,,0.136913483,0.079204705,0.0136363,0.0136363
248,,,,,,,,,,,,,0.12163887699999999,0.067559773,0.0781738,0.0781738
249,,,,,,,,,,,,,0.140156702,0.081744502,0.16498306,0.16498306
250,,,,,,,,,,,,,0.152549685,0.091612865,0.26357452,0.26357452
251,,,,,,,,,,,,,0.17680137699999998,0.11139158699999999,0.3458795,0.3458795
252,,,,,,,,,,,,,0.24274546,0.1649256,0.31703456,0.31703456
253,,,,,,,,,,,,,0.32291712,0.22490472600000003,0.31694596,0.31694596
254,,,,,,,,,,,,,0.389534947,0.269943256,0.3095308,0.3095308
255,,,,,,,,,,,,,0.45009733399999996,0.307819654,0.2861053,0.2861053
256,,,,,,,,,,,,,0.463571411,0.315922602,0.22815418,0.22815418
257,,,,,,,,,,,,,0.406733085,0.280963205,0.15235528,0.15235528
258,,,,,,,,,,,,,0.276269948,0.190815355,0.0769122,0.0769122
259,,,,,,,,,,,,,0.10553098699999999,0.056010828,0.013828100000000001,0.013828100000000001
260,,,,,,,,,,,,,0.052876705999999996,0.026088025,0.0,0.0
261,,,,,,,,,,,,,0.042336333,0.022349605,0.0,0.0
262,,,,,,,,,,,,,0.030432999999999998,0.018667091,0.0,0.0
263,,,,,,,,,,,,,0.025109667000000002,0.017032246,0.0,0.0
264,,,,,,,,,,,,,0.025042667,0.017010811,0.0,0.0
265,,,,,,,,,,,,,0.030992332999999997,0.0188322,0.0,0.0
266,,,,,,,,,,,,,0.026522667000000003,0.017389274,0.0,0.0
267,,,,,,,,,,,,,0.013004333,0.012760788,0.0,0.0
268,,,,,,,,,,,,,0.009235333,0.010839317,0.0,0.0
269,,,,,,,,,,,,,0.007143000000000001,0.009395304,0.0,0.0
270,,,,,,,,,,,,,0.004203333,0.006144223000000001,0.0,0.0
271,,,,,,,,,,,,,0.002713333,0.003315699,0.03073562,0.03073562
272,,,,,,,,,,,,,0.014919333,0.013563685,0.19371364,0.19371364
273,,,,,,,,,,,,,0.048550027999999995,0.024255192999999998,0.42920678,0.42920678
274,,,,,,,,,,,,,0.078552093,0.038972528,0.61904102,0.61904102
275,,,,,,,,,,,,,0.11193255,0.060495920999999994,0.71338032,0.71338032
276,,,,,,,,,,,,,0.158758423,0.09663310300000001,0.75142346,0.75142346
277,,,,,,,,,,,,,0.208133839,0.137115405,0.72645476,0.72645476
278,,,,,,,,,,,,,0.255458573,0.17487701600000002,0.67527322,0.67527322
279,,,,,,,,,,,,,0.30247551699999997,0.21024256100000002,0.58837106,0.58837106
280,,,,,,,,,,,,,0.34604670200000004,0.240997532,0.45712159999999996,0.45712159999999996
281,,,,,,,,,,,,,0.365406609,0.254084885,0.31016638,0.31016638
282,,,,,,,,,,,,,0.35770220799999997,0.248916907,0.1461241,0.1461241
283,,,,,,,,,,,,,0.251952091,0.17214809,0.0247116,0.0247116
284,,,,,,,,,,,,,0.17345446899999997,0.108641772,0.0,0.0
285,,,,,,,,,,,,,0.208317511,0.137265243,0.0,0.0
286,,,,,,,,,,,,,0.31938033899999996,0.22239804300000002,0.0,0.0
287,,,,,,,,,,,,,0.295718222,0.205301691,0.0,0.0
288,,,,,,,,,,,,,0.215212829,0.142875966,0.0,0.0
289,,,,,,,,,,,,,0.14351799,0.084397198,0.0,0.0
290,,,,,,,,,,,,,0.08927947,0.045353947,0.0,0.0
291,,,,,,,,,,,,,0.052135937,0.025767561,0.0,0.0
292,,,,,,,,,,,,,0.032472667000000004,0.019264483,0.0,0.0
293,,,,,,,,,,,,,0.027757333,0.017753078000000002,0.0,0.0
294,,,,,,,,,,,,,0.021462667,0.015872293,0.0,0.0
295,,,,,,,,,,,,,0.013387999999999999,0.012932704,0.01301078,0.01301078
296,,,,,,,,,,,,,0.053290488,0.026268249,0.08199450000000001,0.08199450000000001
297,,,,,,,,,,,,,0.085960555,0.043320555,0.20277509999999999,0.20277509999999999
298,,,,,,,,,,,,,0.10209135300000001,0.05366415,0.36005412,0.36005412
299,,,,,,,,,,,,,0.13122114199999999,0.074799422,0.5072469000000001,0.5072469000000001
300,,,,,,,,,,,,,0.178655343,0.112916025,0.60548536,0.60548536
301,,,,,,,,,,,,,0.23293176300000001,0.157139244,0.65648786,0.65648786
302,,,,,,,,,,,,,0.287620241,0.19931790800000002,0.63308788,0.63308788
303,,,,,,,,,,,,,0.334021619,0.232695005,0.54076848,0.54076848
304,,,,,,,,,,,,,0.350286107,0.24389233600000002,0.46400534,0.46400534
305,,,,,,,,,,,,,0.35264452399999996,0.24549561,0.31442559999999997,0.31442559999999997
306,,,,,,,,,,,,,0.325937324,0.227035475,0.1819328,0.1819328
307,,,,,,,,,,,,,0.204579929,0.134212644,0.03662146,0.03662146
308,,,,,,,,,,,,,0.14658093,0.086830893,0.0,0.0
309,,,,,,,,,,,,,0.149119169,0.08885848199999999,0.0,0.0
310,,,,,,,,,,,,,0.163323655,0.10034807400000001,0.0,0.0
311,,,,,,,,,,,,,0.15706116,0.095256702,0.0,0.0
312,,,,,,,,,,,,,0.152117939,0.091265385,0.0,0.0
313,,,,,,,,,,,,,0.189511233,0.121848095,0.0,0.0
314,,,,,,,,,,,,,0.196487592,0.12758159,0.0,0.0
315,,,,,,,,,,,,,0.16899013,0.104980259,0.0,0.0
316,,,,,,,,,,,,,0.159797929,0.09747743800000001,0.0,0.0
317,,,,,,,,,,,,,0.150756294,0.090171029,0.0,0.0
318,,,,,,,,,,,,,0.143725472,0.08456157800000001,0.0,0.0
319,,,,,,,,,,,,,0.11903115800000001,0.06563318,0.03019552,0.03019552
320,,,,,,,,,,,,,0.17179940600000002,0.107283351,0.1888845,0.1888845
321,,,,,,,,,,,,,0.204670401,0.13428662,0.42710532,0.42710532
322,,,,,,,,,,,,,0.21081081699999998,0.139297368,0.5822543,0.5822543
323,,,,,,,,,,,,,0.233744129,0.15778707,0.66613028,0.66613028
324,,,,,,,,,,,,,0.279127965,0.192969027,0.6871782,0.6871782
325,,,,,,,,,,,,,0.313607896,0.218279957,0.6505124,0.6505124
326,,,,,,,,,,,,,0.337276756,0.23495598399999998,0.57486312,0.57486312
327,,,,,,,,,,,,,0.36131015200000005,0.251343556,0.46528564,0.46528564
328,,,,,,,,,,,,,0.377151435,0.261864505,0.33720702,0.33720702
329,,,,,,,,,,,,,0.362065755,0.251850307,0.22677922,0.22677922
330,,,,,,,,,,,,,0.301832047,0.209774099,0.11933704,0.11933704
331,,,,,,,,,,,,,0.178898282,0.11311583300000001,0.02490006,0.02490006
332,,,,,,,,,,,,,0.132728916,0.07595934900000001,0.0,0.0
333,,,,,,,,,,,,,0.178331827,0.11264996199999999,0.0,0.0
334,,,,,,,,,,,,,0.21625459600000002,0.143721033,0.0,0.0
335,,,,,,,,,,,,,0.219118306,0.146040194,0.0,0.0
336,,,,,,,,,,,,,0.207309038,0.136442314,0.0,0.0
337,,,,,,,,,,,,,0.194485402,0.125937314,0.0,0.0
338,,,,,,,,,,,,,0.21183399,0.140130231,0.0,0.0
339,,,,,,,,,,,,,0.221918273,0.148302045,0.0,0.0
340,,,,,,,,,,,,,0.229707627,0.154562536,0.0,0.0
341,,,,,,,,,,,,,0.235683745,0.159331482,0.0,0.0
342,,,,,,,,,,,,,0.193879417,0.12543943400000002,0.0,0.0
343,,,,,,,,,,,,,0.147987441,0.087953289,0.01715584,0.01715584
344,,,,,,,,,,,,,0.23081137399999999,0.155,0.09379658,0.09379658
345,,,,,,,,,,,,,0.289594445,0.200783011,0.22971926,0.22971926
346,,,,,,,,,,,,,0.260240968,0.178578994,0.36693002,0.36693002
347,,,,,,,,,,,,,0.23425315300000002,0.15819270000000002,0.4139852,0.4139852
348,,,,,,,,,,,,,0.23496746699999999,0.158761536,0.41343218,0.41343218
349,,,,,,,,,,,,,0.23650476399999998,0.15998420800000002,0.37743084,0.37743084
350,,,,,,,,,,,,,0.226721395,0.152168177,0.34694872,0.34694872
351,,,,,,,,,,,,,0.203767213,0.133547944,0.30449154,0.30449154
352,,,,,,,,,,,,,0.18126013100000002,0.115058807,0.24679078,0.24679078
353,,,,,,,,,,,,,0.167213525,0.10352581699999999,0.17719768,0.17719768
354,,,,,,,,,,,,,0.15011422900000002,0.08965583199999999,0.09571128,0.09571128
355,,,,,,,,,,,,,0.10391849800000001,0.054904995,0.01773536,0.01773536
356,,,,,,,,,,,,,0.075383769,0.037196407,0.0,0.0
357,,,,,,,,,,,,,0.091472242,0.046725338,0.0,0.0
358,,,,,,,,,,,,,0.113369165,0.061522297999999996,0.0,0.0
359,,,,,,,,,,,,,0.110861579,0.059735374,0.0,0.0
360,,,,,,,,,,,,,0.10791551199999999,0.05766411,0.0,0.0
361,,,,,,,,,,,,,0.097096413,0.050340695,0.0,0.0
362,,,,,,,,,,,,,0.099999393,0.052259783,0.0,0.0
