,CARABUCO,CHOQUETANGA,KANATA,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL,QOLLPANA I,QOLLPANA II,ORURO I,ORURO II
1997-12-31 23:00:00+00:00,0.414915414,0.38868544,0.319234847,0.399642041,0.347886759,0.424952529,0.296379753,0.200324614,0,0
1998-01-01 00:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.294458893,0.204375639,0,0
1998-01-01 01:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.250323659,0.170876609,0,0
1998-01-01 02:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.185640596,0.118663471,0,0
1998-01-01 03:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.123647411,0.069057075,0,0
1998-01-01 04:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.080462698,0.040068035,0,0
1998-01-01 05:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.057645076,0.028218614,0,0
1998-01-01 06:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.044555,0.022916725,0.02141314,0.02141314
1998-01-01 07:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.071224272,0.034942796,0.13741266,0.13741266
1998-01-01 08:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.149971802,0.089541622,0.32445576,0.32445576
1998-01-01 09:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.213799312,0.141728193,0.4326382,0.4326382
1998-01-01 10:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.27110022,0.18689798,0.46675558,0.46675558
1998-01-01 11:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.326903614,0.227715294,0.47942844,0.47942844
1998-01-01 12:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.356059034,0.247807895,0.46196576,0.46196576
1998-01-01 13:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.35442243,0.246700909,0.43584076,0.43584076
1998-01-01 14:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.341277573,0.237721088,0.39583762,0.39583762
1998-01-01 15:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.332194178,0.231421226,0.3218723,0.3218723
1998-01-01 16:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.33529202,0.233578617,0.22177606,0.22177606
1998-01-01 17:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.308192354,0.21438585,0.1138652,0.1138652
1998-01-01 18:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.191985053,0.123882441,0.02551608,0.02551608
1998-01-01 19:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.142414732,0.083524344,0,0
1998-01-01 20:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.187483687,0.12018007,0,0
1998-01-01 21:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.197626851,0.128516642,0,0
1998-01-01 22:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.161216507,0.098631215,0,0
1998-01-01 23:00:00+00:00,0.409969403,0.384751377,0.349714556,0.40555845,0.353036968,0.429746287,0.126568186,0.071254177,0,0
1998-01-02 00:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.112171297,0.060666005,0,0
1998-01-02 01:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.105184369,0.05577228,0,0
1998-01-02 02:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.091849219,0.046963302,0,0
1998-01-02 03:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.074211674,0.036552323,0,0
1998-01-02 04:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.061497921,0.03002724,0,0
1998-01-02 05:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.05193109,0.025679435,0,0
1998-01-02 06:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.041059333,0.021943433,0.03132448,0.03132448
1998-01-02 07:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.068155192,0.033337772,0.23444984,0.23444984
1998-01-02 08:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.102603554,0.054010669,0.47001528,0.47001528
1998-01-02 09:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.122201865,0.067978313,0.64591566,0.64591566
1998-01-02 10:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.141796586,0.083036206,0.76125846,0.76125846
1998-01-02 11:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.169844805,0.105680543,0.81600752,0.81600752
1998-01-02 12:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.206031597,0.135399124,0.80167766,0.80167766
1998-01-02 13:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.240231474,0.162939344,0.7540766,0.7540766
1998-01-02 14:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.274851081,0.189742985,0.65877918,0.65877918
1998-01-02 15:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.291955001,0.202529481,0.51871872,0.51871872
1998-01-02 16:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.289470693,0.200691291,0.33352256,0.33352256
1998-01-02 17:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.268202762,0.184690241,0.15628426,0.15628426
1998-01-02 18:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.186141799,0.119075909,0.02437816,0.02437816
1998-01-02 19:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.110150668,0.059232731,0,0
1998-01-02 20:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.112111585,0.060623447,0,0
1998-01-02 21:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.128365733,0.072617444,0,0
1998-01-02 22:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.141796586,0.083036206,0,0
1998-01-02 23:00:00+00:00,0.422059653,0.401274442,0.370569094,0.415570834,0.361752708,0.442811627,0.147494137,0.0875593,0,0
1998-01-03 00:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.148481855,0.088348515,0,0
1998-01-03 01:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.136043368,0.078526842,0,0
1998-01-03 02:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.125611373,0.070531924,0,0
1998-01-03 03:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.116699186,0.063927711,0,0
1998-01-03 04:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.10455044,0.055337187,0,0
1998-01-03 05:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.087902371,0.044503989,0,0
1998-01-03 06:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.068623158,0.033579305,0.01622734,0.01622734
1998-01-03 07:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.142071102,0.083252904,0.0937172,0.0937172
1998-01-03 08:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.193188779,0.12487189,0.2197019,0.2197019
1998-01-03 09:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.200899757,0.131200318,0.36857594,0.36857594
1998-01-03 10:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.212674337,0.140813796,0.51544554,0.51544554
1998-01-03 11:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.250107264,0.170707452,0.62981928,0.62981928
1998-01-03 12:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.304413463,0.211650855,0.6584543,0.6584543
1998-01-03 13:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.382033051,0.265064036,0.61946474,0.61946474
1998-01-03 14:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.478642425,0.324865525,0.51188254,0.51188254
1998-01-03 15:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.58754948,0.386587786,0.36860302,0.36860302
1998-01-03 16:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.630751,0.421417145,0.21864964,0.21864964
1998-01-03 17:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.618587333,0.409601177,0.09543374,0.09543374
1998-01-03 18:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.380926137,0.264340252,0.01534994,0.01534994
1998-01-03 19:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.19885993,0.129528197,0,0
1998-01-03 20:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.217968846,0.145109999,0,0
1998-01-03 21:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.201881557,0.132004537,0,0
1998-01-03 22:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.179303757,0.113449342,0,0
1998-01-03 23:00:00+00:00,0.456132177,0.440615074,0.319234847,0.413295292,0.359771858,0.44215366,0.170624611,0.106319792,0,0
1998-01-04 00:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.148128589,0.088066084,0,0
1998-01-04 01:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.112589766,0.060964594,0,0
1998-01-04 02:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.087955144,0.044536399,0,0
1998-01-04 03:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.072710667,0.035737836,0,0
1998-01-04 04:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.058901371,0.028799732,0,0
1998-01-04 05:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.049074333,0.024535033,0,0
1998-01-04 06:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.037476667,0.020821208,0.02338982,0.02338982
1998-01-04 07:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.053872469,0.02652322,0.16827058,0.16827058
1998-01-04 08:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.093256092,0.047856998,0.38370576,0.38370576
1998-01-04 09:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.122703552,0.068352041,0.52713206,0.52713206
1998-01-04 10:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.160917107,0.09838756,0.61143164,0.61143164
1998-01-04 11:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.20979193,0.138467374,0.64588952,0.64588952
1998-01-04 12:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.278291573,0.192339646,0.60537498,0.60537498
1998-01-04 13:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.372322569,0.258680085,0.56302384,0.56302384
1998-01-04 14:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.450818354,0.308255955,0.46835408,0.46835408
1998-01-04 15:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.481658425,0.326640748,0.3604763,0.3604763
1998-01-04 16:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.448478117,0.306838699,0.2436241,0.2436241
1998-01-04 17:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.366016876,0.254492021,0.12531006,0.12531006
1998-01-04 18:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.192930315,0.124659463,0.02141228,0.02141228
1998-01-04 19:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.123836685,0.069198754,0,0
1998-01-04 20:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.158684359,0.096572982,0,0
1998-01-04 21:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.155085165,0.093657948,0,0
1998-01-04 22:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.141111804,0.082496228,0,0
1998-01-04 23:00:00+00:00,0.490204701,0.483102956,0.319234847,0.431840958,0.375915785,0.468566326,0.116272415,0.063617434,0,0
1998-01-05 00:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.087270293,0.044116823,0,0
1998-01-05 01:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.073628907,0.036234714,0,0
1998-01-05 02:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.063559927,0.031027511,0,0
1998-01-05 03:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.06288393,0.030697101,0,0
1998-01-05 04:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.065333784,0.031906058,0,0
1998-01-05 05:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.064375715,0.031429477,0,0
1998-01-05 06:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.050589202,0.025107377,0.03094736,0.03094736
1998-01-05 07:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.06928088,0.033920725,0.19762448,0.19762448
1998-01-05 08:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.113970692,0.061954118,0.4204497,0.4204497
1998-01-05 09:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.123458305,0.06891562,0.60696374,0.60696374
1998-01-05 10:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.13550964,0.078111813,0.71433448,0.71433448
1998-01-05 11:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.169455914,0.105361857,0.75134358,0.75134358
1998-01-05 12:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.219791287,0.146584362,0.74734118,0.74734118
1998-01-05 13:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.27110022,0.18689798,0.70115426,0.70115426
1998-01-05 14:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.3172213,0.220861695,0.5949462,0.5949462
1998-01-05 15:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.352644524,0.24549561,0.44816978,0.44816978
1998-01-05 16:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.380137132,0.26382373,0.27617946,0.27617946
1998-01-05 17:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.347941518,0.242293421,0.13680878,0.13680878
1998-01-05 18:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.19947889,0.130035752,0.02814422,0.02814422
1998-01-05 19:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.111694078,0.060326227,0,0
1998-01-05 20:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.112709484,0.061050125,0,0
1998-01-05 21:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.122640777,0.068305238,0,0
1998-01-05 22:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.131548025,0.075050449,0,0
1998-01-05 23:00:00+00:00,0.505042736,0.499626021,0.319234847,0.461821222,0.402013482,0.506634403,0.122327176,0.068071596,0,0
1998-01-06 00:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.12289199,0.068492599,0,0
1998-01-06 01:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.121826374,0.067699062,0,0
1998-01-06 02:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.120455221,0.066682798,0,0
1998-01-06 03:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.122327176,0.068071596,0,0
1998-01-06 04:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.113790052,0.061824314,0,0
1998-01-06 05:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.107156416,0.057135508,0,0
1998-01-06 06:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.075923902,0.037495589,0.02550528,0.02550528
1998-01-06 07:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.104320414,0.055179691,0.1550982,0.1550982
1998-01-06 08:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.154212576,0.092953293,0.34596818,0.34596818
1998-01-06 09:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.188241938,0.120803924,0.5511395,0.5511395
1998-01-06 10:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.241695075,0.164096427,0.71230846,0.71230846
1998-01-06 11:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.329400183,0.229467486,0.77629514,0.77629514
1998-01-06 12:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.42591578,0.292998878,0.77285006,0.77285006
1998-01-06 13:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.507404882,0.341614784,0.7247161,0.7247161
1998-01-06 14:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.524964842,0.351658841,0.66137266,0.66137266
1998-01-06 15:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.507014374,0.341389946,0.57451942,0.57451942
1998-01-06 16:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.489444499,0.331202447,0.43699078,0.43699078
1998-01-06 17:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.413612688,0.285309589,0.23552978,0.23552978
1998-01-06 18:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.24560229,0.1671755,0.0354895,0.0354895
1998-01-06 19:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.17023437,0.105999855,0,0
1998-01-06 20:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.210254531,0.138844288,0,0
1998-01-06 21:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.247952707,0.169020713,0,0
1998-01-06 22:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.195266836,0.126579196,0,0
1998-01-06 23:00:00+00:00,0.505042736,0.496478771,0.319234847,0.463641656,0.403598161,0.505976436,0.182656095,0.116207467,0,0
1998-01-07 00:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.151687037,0.090918814,0,0
1998-01-07 01:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.119834886,0.066224831,0,0
1998-01-07 02:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.098765949,0.051440102,0,0
1998-01-07 03:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.085647642,0.043131519,0,0
1998-01-07 04:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.079203254,0.039343843,0,0
1998-01-07 05:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.078352252,0.038858999,0,0
1998-01-07 06:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.065059356,0.03176905,0.01121452,0.01121452
1998-01-07 07:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.075285761,0.03714228,0.25298846,0.25298846
1998-01-07 08:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.071319727,0.034993507,0.49199558,0.49199558
1998-01-07 09:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.07445514,0.03668553,0.6727915,0.6727915
1998-01-07 10:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.083627114,0.041922171,0.79202958,0.79202958
1998-01-07 11:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.085127344,0.042818232,0.85469484,0.85469484
1998-01-07 12:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.117004554,0.064150077,0.86110036,0.86110036
1998-01-07 13:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.184475348,0.117704562,0.81848912,0.81848912
1998-01-07 14:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.233642444,0.157706012,0.7263594,0.7263594
1998-01-07 15:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.246881802,0.168180653,0.58562562,0.58562562
1998-01-07 16:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.259456874,0.177973628,0.40208834,0.40208834
1998-01-07 17:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.259568754,0.178060044,0.19510568,0.19510568
1998-01-07 18:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.18240913,0.116004244,0.03508184,0.03508184
1998-01-07 19:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.128236837,0.072519417,0,0
1998-01-07 20:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.110150668,0.059232731,0,0
1998-01-07 21:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.100111908,0.052334866,0,0
1998-01-07 22:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.08455678,0.042476168,0,0
1998-01-07 23:00:00+00:00,0.529772794,0.521656775,0.319234847,0.456473699,0.397358484,0.496576911,0.070320488,0.034465017,0,0
1998-01-08 00:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.066068298,0.03227473,0,0
1998-01-08 01:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.057645076,0.028218614,0,0
1998-01-08 02:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.048155148,0.024092518,0,0
1998-01-08 03:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.047098333,0.023867152,0,0
1998-01-08 04:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.052670415,0.025998501,0,0
1998-01-08 05:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.057774425,0.028278062,0,0
1998-01-08 06:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.053872469,0.02652322,0.02659098,0.02659098
1998-01-08 07:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.072855287,0.035815803,0.2162226,0.2162226
1998-01-08 08:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.108501355,0.05807351,0.43308582,0.43308582
1998-01-08 09:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.143794676,0.084616422,0.61483008,0.61483008
1998-01-08 10:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.193102593,0.124801056,0.73143324,0.73143324
1998-01-08 11:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.250431921,0.170961221,0.78712064,0.78712064
1998-01-08 12:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.338130551,0.235547346,0.7922998,0.7922998
1998-01-08 13:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.39503756,0.273493787,0.7512986,0.7512986
1998-01-08 14:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.411253219,0.283822785,0.66126912,0.66126912
1998-01-08 15:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.447759836,0.306403041,0.51380984,0.51380984
1998-01-08 16:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.469114465,0.319226058,0.35389876,0.35389876
1998-01-08 17:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.410581053,0.283398491,0.17624228,0.17624228
1998-01-08 18:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.239294841,0.162197826,0.03280472,0.03280472
1998-01-08 19:00:00+00:00,0.562746204,0.559423782,0.559864129,0.452320835,0.393743433,0.490091238,0.160170363,0.097780182,0,0
