,CARABUCO,CHOQUETANGA,KANATA,QUEHATA,SAN JOSE 1,SAN JOSE 2,SANTA ISABEL
2014-12-31 23:00:00+00:00,3.390765703605221,3.0370967605161288,0.5053214918435013,1.4876980411764707e-05,2.917813561641818,0.8052154731093915,4.22884633971979
2015-01-01 00:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 01:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 02:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 03:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 04:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 05:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 06:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 07:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 08:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 09:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 10:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 11:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 12:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 13:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 14:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 15:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 16:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 17:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 18:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 19:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 20:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 21:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 22:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-01 23:00:00+00:00,3.489685934828711,3.1236461500645163,0.5630725194827587,2.2991697e-05,2.871164953325455,0.8522606575776522,4.17150923664735
2015-01-02 00:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 01:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 02:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 03:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 04:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 05:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 06:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 07:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 08:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 09:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 10:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 11:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 12:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 13:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 14:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 15:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 16:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 17:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 18:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 19:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 20:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 21:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 22:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-02 23:00:00+00:00,4.006269364551387,3.5878656030967733,0.5983648141511937,2.2991697e-05,2.903022539492728,1.012709497237826,4.210987242041488
2015-01-03 00:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 01:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 02:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 03:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 04:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 05:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 06:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 07:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 08:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 09:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 10:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 11:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 12:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 13:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 14:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 15:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 16:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 17:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 18:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 19:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 20:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 21:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 22:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
2015-01-03 23:00:00+00:00,3.6985175340783036,3.312481181806452,0.5053214918435013,2.2991697e-05,3.432654909523637,0.9062388165991305,4.860494426026014
